steps: 10000
rand_range: (-0.05, 0.05)


Expression || Steps without change || Distance to next change || Distance since start || Norm || Is Unique || Coordinates

(cos(X)/X)*(X*X)+X*X || 3 || 0.49556154012680054 || 0 || 6.314871311187744 || True || None
(cos(X)/X+X*X)+X*X || 2 || 0.4266696870326996 || 0.49556154012680054 || 6.322677135467529 || True || None
(X/X+X*X)+X*X || 3 || 0.6115800142288208 || 0.6476455330848694 || 6.255327224731445 || True || None
(X/X+X*X)+(X*X)*X || 0 || 0.23215627670288086 || 0.963517427444458 || 6.37980318069458 || True || None
(X/X)*(X*X)+X*X || 1 || 0.4010373651981354 || 0.9966841340065002 || 6.411807537078857 || True || None
(X/X)*(X*X)+(X*X)*X || 0 || 0.26069456338882446 || 1.0625076293945312 || 6.435928821563721 || True || None
(X/X)*(X*X)+(X/X)*X || 0 || 0.28950634598731995 || 1.0932209491729736 || 6.365187168121338 || True || None
(X/X)*(X*X)+sin(X/X) || 0 || 0.2716468870639801 || 1.1176972389221191 || 6.35000467300415 || True || None
(X/X)*(X*X)+(X/X)*X || 1 || 0.4185781478881836 || 1.1099538803100586 || 6.398916721343994 || False || None
(X/X)*(X*X)+X*X || 0 || 0.26341357827186584 || 1.224752426147461 || 6.402172565460205 || False || None
(X/X)*exp(X)+X*X || 1 || 0.36566320061683655 || 1.2917476892471313 || 6.433600902557373 || True || None
(X/X)*(X*X)+X*X || 1 || 0.47139522433280945 || 1.3945717811584473 || 6.374145030975342 || False || None
(X/X)*(X*X)+(X/X)*X || 4 || 0.5962672829627991 || 1.3390947580337524 || 6.393219947814941 || False || None
(X/X)*exp(X)+(X/X)*X || 0 || 0.3084501326084137 || 1.44961416721344 || 6.386896133422852 || True || None
(X/X)*(X*X)+(X/X)*X || 6 || 0.7077177166938782 || 1.4019111394882202 || 6.350812911987305 || False || None
(X/X)*exp(X)+(X*X)*X || 0 || 0.29894301295280457 || 1.7174021005630493 || 6.4151506423950195 || True || None
(X/X)*(X*X)+(X*X)*X || 1 || 0.4682084619998932 || 1.779240369796753 || 6.486368179321289 || False || None
(X/X)*(X*X)+(X/X)*X || 0 || 0.3365759253501892 || 1.867316722869873 || 6.487858295440674 || False || None
(X/X)*(X*X)+sin(X/X) || 3 || 0.5535162687301636 || 1.9408153295516968 || 6.415652275085449 || False || None
(X/X)*(X*X)+sin(X*X) || 2 || 0.4344402253627777 || 2.0818018913269043 || 6.398127555847168 || True || None
(X/X)*(X*X)+sin(X/X) || 8 || 0.9390610456466675 || 2.1295156478881836 || 6.241743087768555 || False || None
(X/X)*(X*X)+sin(X^5) || 0 || 0.24853534996509552 || 2.5376498699188232 || 6.376551151275635 || True || None
(X/X)*(X*X)+sin(X/X) || 0 || 0.2655092477798462 || 2.5431785583496094 || 6.40809440612793 || False || None
(X/X)*(X*X)+sin(X*X) || 0 || 0.2521112263202667 || 2.4766829013824463 || 6.466567516326904 || False || None
(X/X)*(X*X)+sin(X^5) || 0 || 0.21086882054805756 || 2.4383997917175293 || 6.460254192352295 || False || None
(X/X+X*X)+sin(X^5) || 0 || 0.3073919713497162 || 2.4556992053985596 || 6.538409233093262 || True || None
(X/X)*(X*X)+sin(X^5) || 4 || 0.6253777146339417 || 2.4421393871307373 || 6.619126796722412 || False || None
(X/X+X*X)+sin(X^5) || 2 || 0.4990982413291931 || 2.470477819442749 || 6.70086145401001 || False || None
(X/X+X*X)+X^5*X || 0 || 0.22525562345981598 || 2.5266785621643066 || 6.758686065673828 || True || None
(X/X+X*X)+sin(X^5) || 1 || 0.3646150231361389 || 2.5168216228485107 || 6.811404228210449 || False || None
(X/X+X*X)+sin((X/X)^5) || 1 || 0.3365914523601532 || 2.6537368297576904 || 6.786952495574951 || True || None
(X/X)*(X*X)+sin((X/X)^5) || 1 || 0.3487010896205902 || 2.648033380508423 || 6.855503082275391 || True || None
(X/X+X*X)+sin((X/X)^5) || 33 || 1.9638581275939941 || 2.541728973388672 || 6.87400484085083 || False || None
(X^2+X*X)+sin((X/X)^5) || 11 || 1.1528936624526978 || 3.216229200363159 || 7.085555076599121 || True || None
(X/X+X*X)+sin((X/X)^5) || 1 || 0.4308124780654907 || 3.272228479385376 || 7.375338077545166 || False || None
(X^2+X*X)+sin((X/X)^5) || 4 || 0.5756433606147766 || 3.3523340225219727 || 7.453708171844482 || False || None
(X^2+X*X)+sin(X/X) || 0 || 0.2934824824333191 || 3.3603508472442627 || 7.332165718078613 || True || None
(X^2+X*X)+sin((X/X)^5) || 0 || 0.276793897151947 || 3.33636474609375 || 7.370288848876953 || False || None
(X^2+X*X)+sin((X/X)/X) || 1 || 0.44985008239746094 || 3.3766281604766846 || 7.432066440582275 || True || None
(X^2+X*X)+sin(X/X) || 8 || 0.7472985982894897 || 3.3157689571380615 || 7.30365514755249 || False || None
((cos(X))^2+X*X)+sin(X/X) || 9 || 0.8706547617912292 || 3.5160365104675293 || 7.391571521759033 || True || None
(X^2+X*X)+sin(X/X) || 0 || 0.2591622769832611 || 3.739318609237671 || 7.2101287841796875 || False || None
(X^2+X*X)+sin((X/X)/X) || 0 || 0.26283466815948486 || 3.791492223739624 || 7.224035739898682 || False || None
(X^2+X*X)+sin(X/X) || 1 || 0.29664167761802673 || 3.770456314086914 || 7.157720565795898 || False || None
(X^2+X*X)+sin((X/X)/X) || 8 || 1.0532779693603516 || 3.8522725105285645 || 7.21357536315918 || False || None
(X^2+X)+sin((X/X)/X) || 3 || 0.527458131313324 || 4.255589962005615 || 7.12728214263916 || True || None
(X/X+X)+sin((X/X)/X) || 0 || 0.3149350881576538 || 4.2972612380981445 || 7.236374378204346 || True || None
(X+X)+sin((X/X)/X) || 6 || 0.6200619339942932 || 4.350554466247559 || 7.228832244873047 || True || None
(X/X+X)+sin((X/X)/X) || 10 || 0.6511765718460083 || 4.361783981323242 || 7.28757905960083 || False || None
(X^2+X)+sin((X/X)/X) || 1 || 0.41151970624923706 || 4.398443222045898 || 7.47038459777832 || False || None
(X+X)+sin((X/X)/X) || 4 || 0.6202203631401062 || 4.4559006690979 || 7.465794086456299 || False || None
(X^2+X)+sin((X/X)/X) || 1 || 0.3875747323036194 || 4.595779895782471 || 7.64968204498291 || False || None
(X/X+X)+sin((X/X)/X) || 2 || 0.4586206376552582 || 4.520627021789551 || 7.591521739959717 || False || None
(X+X)+sin((X/X)/X) || 0 || 0.35856032371520996 || 4.6052565574646 || 7.741276741027832 || False || None
(X+X)+sin(((X/X)/X)/X) || 21 || 1.5847525596618652 || 4.716982841491699 || 7.801621913909912 || True || None
(X+X)+sin((sqrt(X/X)/X)/X) || 0 || 0.2578304409980774 || 5.038008689880371 || 8.079319953918457 || True || None
(X+X)+sin((sqrt(X)/X)/X) || 1 || 0.37114217877388 || 4.9920172691345215 || 8.068288803100586 || True || None
(X+X)+sin((sqrt(X/X)/X)/X) || 0 || 0.27464890480041504 || 5.043706893920898 || 8.13650131225586 || False || None
(X+X)+sin(((X/X)/X)/X) || 4 || 0.683357834815979 || 5.017693519592285 || 8.092833518981934 || False || None
(X+X)+sin((sqrt(X/X)/X)/X) || 1 || 0.3655652403831482 || 5.116017818450928 || 7.991044521331787 || False || None
(X+X)+sin((sqrt(X)/X)/X) || 0 || 0.2656661868095398 || 5.21824836730957 || 7.965206146240234 || False || None
(X+X)+sin((((X/X)/X)/X)/X) || 0 || 0.2961617112159729 || 5.24027681350708 || 7.998139381408691 || True || None
(X+X)+sin(sqrt((X/X)/X)/X) || 0 || 0.29244595766067505 || 5.335428237915039 || 8.061261177062988 || True || None
(X+X)+sin(sqrt(X/X)/X) || 1 || 0.451185017824173 || 5.364877223968506 || 8.112383842468262 || True || None
