steps: 10000
rand_range: (-0.05, 0.05)


Expression || Steps without change || Distance to next change || Distance since start || Norm || Is Unique || Coordinates

sqrt(X+(X*X)^3) || 9 || 0.7436274290084839 || 0 || 6.038747787475586 || True || None
sqrt(X+(X*sqrt(X))^3) || 0 || 0.26517221331596375 || 0.7436274290084839 || 6.196402072906494 || True || None
(X+(X*sqrt(X))^3)^2 || 0 || 0.31805798411369324 || 0.7680517435073853 || 6.208347320556641 || True || None
sqrt(X+(X*sqrt(X))^3) || 0 || 0.35491466522216797 || 0.7962117791175842 || 6.286116600036621 || False || None
(X+(X*sqrt(X))^3)^2 || 2 || 0.5428130030632019 || 0.8899925351142883 || 6.276475429534912 || False || None
sqrt(X+(X*sqrt(X))^3) || 0 || 0.2681443989276886 || 1.0871440172195435 || 6.330037593841553 || False || None
sqrt(X+(X*X)^3) || 3 || 0.6030542254447937 || 1.1380879878997803 || 6.275017261505127 || False || None
sqrt(X+X^3) || 2 || 0.4572344720363617 || 1.1776407957077026 || 6.047532081604004 || True || None
sqrt(X+(X*X)^3) || 0 || 0.2847457826137543 || 1.1662259101867676 || 6.049656867980957 || False || None
sqrt(X+X^3) || 1 || 0.39928320050239563 || 1.2143762111663818 || 6.044736862182617 || False || None
sqrt(X+(X*X)^3) || 0 || 0.2889525890350342 || 1.261649250984192 || 6.107651710510254 || False || None
sqrt(X+X^3) || 0 || 0.3026058077812195 || 1.3079942464828491 || 6.035707473754883 || False || None
sqrt(X+(X*X)^3) || 3 || 0.4886523485183716 || 1.3590397834777832 || 6.023222923278809 || False || None
sqrt(X+X^3) || 0 || 0.29455867409706116 || 1.3375568389892578 || 6.091311454772949 || False || None
(X+X^3)^2 || 0 || 0.30277958512306213 || 1.3369234800338745 || 6.029425621032715 || True || None
sqrt(X+(X*X)^3) || 1 || 0.4605739116668701 || 1.341700792312622 || 5.950509548187256 || False || None
(X+X^3)^2 || 0 || 0.30090680718421936 || 1.367932677268982 || 5.931201457977295 || False || None
X || 0 || 0.24375802278518677 || 1.3659332990646362 || 5.929831027984619 || True || None
(X+X^3)^2 || 1 || 0.38528186082839966 || 1.424153208732605 || 5.844132900238037 || False || None
(X+(X*X)^3)^2 || 0 || 0.2657857835292816 || 1.568087100982666 || 5.8160881996154785 || True || None
(X+X^3)^2 || 1 || 0.3559151291847229 || 1.5915271043777466 || 5.836606979370117 || False || None
sqrt(X+X^3) || 0 || 0.2538954019546509 || 1.6823952198028564 || 5.838774681091309 || False || None
sqrt(X+X/X) || 2 || 0.4715852439403534 || 1.7227803468704224 || 5.815306186676025 || True || None
sqrt(X+(X*X)/X) || 1 || 0.3913228213787079 || 1.708794116973877 || 5.880733966827393 || True || None
sqrt(X+(X*X)^3) || 0 || 0.23991528153419495 || 1.7379084825515747 || 5.794460296630859 || False || None
(X+(X*X)^3)^2 || 2 || 0.6218682527542114 || 1.79410982131958 || 5.814049243927002 || False || None
(X+X/X)^2 || 0 || 0.2850286662578583 || 1.9034831523895264 || 6.056899070739746 || True || None
(X+(X*X)/X)^3 || 0 || 0.2640604078769684 || 1.9086852073669434 || 6.0813493728637695 || True || None
sqrt(X+(X*X)/X) || 1 || 0.41795656085014343 || 1.8966649770736694 || 6.111446380615234 || False || None
sqrt(X+X/X) || 1 || 0.44700318574905396 || 1.900034785270691 || 6.141900062561035 || False || None
sqrt(X+(X*X)/X) || 0 || 0.24964819848537445 || 1.9214799404144287 || 6.149377346038818 || False || None
sqrt(X+X/X) || 1 || 0.4492042660713196 || 1.9956293106079102 || 6.130571365356445 || False || None
sqrt(X+(X*X)/X) || 0 || 0.32748696208000183 || 2.1589713096618652 || 6.144944667816162 || False || None
sqrt(X+X/X) || 0 || 0.25659775733947754 || 2.2331044673919678 || 6.239128112792969 || False || None
sqrt(X+(X*X)/X) || 7 || 0.8111300468444824 || 2.2949700355529785 || 6.270776748657227 || False || None
sqrt(X+X/X) || 6 || 0.6520252227783203 || 2.489027261734009 || 6.335261344909668 || False || None
sqrt(X+(X*X)/X) || 0 || 0.26162275671958923 || 2.637803316116333 || 6.705451965332031 || False || None
sqrt(X+X/X) || 1 || 0.3711995482444763 || 2.631213665008545 || 6.634428024291992 || False || None
sqrt(X+(X*X)/X) || 8 || 0.9264986515045166 || 2.700167655944824 || 6.618185997009277 || False || None
(X+(X*X)/X)^2 || 4 || 0.5771925449371338 || 3.058546781539917 || 6.6568922996521 || True || None
(X+X/X)^2 || 1 || 0.42618265748023987 || 3.232532262802124 || 6.7929229736328125 || False || None
(X+(X*X)/X)^2 || 5 || 0.6635969281196594 || 3.3200416564941406 || 6.964313507080078 || False || None
sqrt(X+(X*X^5)/X) || 0 || 0.23679368197917938 || 3.3703455924987793 || 6.995568752288818 || True || None
(X+X/X)^3 || 1 || 0.39572274684906006 || 3.3872649669647217 || 7.026054382324219 || True || None
sqrt(X+X/X) || 5 || 0.7145529389381409 || 3.5307772159576416 || 7.168809413909912 || False || None
(X+(X*X^5)/X)^2 || 0 || 0.31740421056747437 || 3.5712473392486572 || 7.1772613525390625 || True || None
(X+(X*X^5)/X)^3 || 0 || 0.280087411403656 || 3.5012145042419434 || 7.162782669067383 || True || None
sqrt(X+(X*X)/X) || 0 || 0.27926304936408997 || 3.5260190963745117 || 7.213982105255127 || False || None
(X+(X*X)/X)^3 || 1 || 0.29360470175743103 || 3.5459957122802734 || 7.2369890213012695 || False || None
(X+(X*X^2)/X)^3 || 2 || 0.4607997536659241 || 3.5300512313842773 || 7.2501373291015625 || True || None
(X*((X*X^2)/X))^3 || 1 || 0.47066330909729004 || 3.5340898036956787 || 7.270202159881592 || True || None
(X*((X*X)/X))^3 || 1 || 0.453594833612442 || 3.5234110355377197 || 7.132686614990234 || True || None
(X*((X*X^2)/X))^3 || 0 || 0.2744133174419403 || 3.5185718536376953 || 7.104998588562012 || False || None
(X*((X*X)/X))^3 || 0 || 0.2457534819841385 || 3.5008368492126465 || 7.019139289855957 || False || None
(X*(X*X)^3)^3 || 0 || 0.31941139698028564 || 3.611225128173828 || 7.096165180206299 || True || None
(X*((X*X^2)/X))^2 || 0 || 0.2913883924484253 || 3.653933048248291 || 7.105103492736816 || True || None
X*(X*X^2)^3+X || 0 || 0.30147913098335266 || 3.652860164642334 || 7.10138463973999 || True || None
(X*(X*X^2)^3)^2 || 0 || 0.2700175344944 || 3.6418986320495605 || 7.098176956176758 || True || None
(X*(X*X)^3)^3 || 1 || 0.37886252999305725 || 3.666546583175659 || 7.14180326461792 || False || None
X || 8 || 0.6104992628097534 || 3.640062093734741 || 7.175267696380615 || False || None
(X*((X*X)/X))^2 || 0 || 0.300178200006485 || 3.7323200702667236 || 7.256412982940674 || True || None
(X*(X*X)^3)^2 || 1 || 0.4439602494239807 || 3.689826488494873 || 7.286763668060303 || True || None
(X*X^3)^2 || 0 || 0.31341439485549927 || 3.693037271499634 || 7.210014820098877 || True || None
(X*(X*X)^3)^2 || 1 || 0.38545292615890503 || 3.7054688930511475 || 7.064294815063477 || False || None
(X*(X*X^2)^3)^2 || 0 || 0.27066341042518616 || 3.757697820663452 || 7.037713050842285 || False || None
X*(X*X^2)^3+X || 0 || 0.3146113157272339 || 3.763887643814087 || 7.0105485916137695 || False || None
(X*(X*X^2)^3)^2 || 1 || 0.31835007667541504 || 3.881209373474121 || 7.081661224365234 || False || None
(X*(X*X)^3)^2 || 0 || 0.2652694880962372 || 3.854987621307373 || 7.054505825042725 || False || None
(X*(X*X)^3)^3 || 0 || 0.3547804355621338 || 3.890016794204712 || 7.097132682800293 || False || None
(X*(X*X)^3)^2 || 1 || 0.3465908467769623 || 3.934945583343506 || 7.131938934326172 || False || None
(X*(X*X^2)^3)^3 || 0 || 0.27513840794563293 || 4.061452865600586 || 7.105562686920166 || True || None
(X*log(X*X^2))^3 || 1 || 0.35034677386283875 || 4.131721496582031 || 7.138079643249512 || True || None
(X*(X*X^2)^3)^3 || 0 || 0.3131735324859619 || 4.142971038818359 || 7.167738914489746 || False || None
((X*X)*(X*X)^3)^3 || 0 || 0.2869464159011841 || 4.149240493774414 || 7.1362738609313965 || True || None
((X*X)*log(X*X))^3 || 2 || 0.4738466739654541 || 4.2402520179748535 || 7.219034194946289 || True || None
((X*X)*log(X*X^2))^3 || 0 || 0.21721668541431427 || 4.195087909698486 || 7.190487384796143 || True || None
(X*X)*log(X*X^2)+X || 0 || 0.28596940636634827 || 4.216246128082275 || 7.180752754211426 || True || None
(X*X)*(X*X^2)^3+X || 0 || 0.27778053283691406 || 4.249136924743652 || 7.232527256011963 || True || None
X*(X*X^2)^3+X || 0 || 0.24912956357002258 || 4.216543197631836 || 7.247714996337891 || False || None
(X*(X*X^2)^3)^3 || 0 || 0.3363279104232788 || 4.186826229095459 || 7.226200103759766 || False || None
(X*(X*X)^3)^3 || 0 || 0.32050248980522156 || 4.13973331451416 || 7.233780384063721 || False || None
(X*X^3)^3 || 6 || 0.5631566047668457 || 4.191537380218506 || 7.205529689788818 || True || None
X*X^3+X || 0 || 0.2771570682525635 || 4.25198221206665 || 7.1959052085876465 || True || None
(X*X^3)^3 || 7 || 0.6852195858955383 || 4.235167503356934 || 7.2051873207092285 || False || None
(X*(X*X)^3)^3 || 0 || 0.2627013623714447 || 4.3654913902282715 || 7.309915542602539 || False || None
(X*X^3)^3 || 1 || 0.381080687046051 || 4.426182270050049 || 7.305246353149414 || False || None
(X*(X*X^5)^3)^3 || 1 || 0.34024786949157715 || 4.409381866455078 || 7.290674686431885 || True || None
(X*(X*X^5)^2)^3 || 2 || 0.46337413787841797 || 4.4271769523620605 || 7.284429550170898 || True || None
(X*X^2)^3 || 4 || 0.661872386932373 || 4.596288204193115 || 7.442508697509766 || True || None
(X*(X*X)^2)^3 || 0 || 0.3003774881362915 || 4.607861042022705 || 7.4301557540893555 || True || None
(X*X^2)^3 || 2 || 0.46666333079338074 || 4.59594202041626 || 7.414738178253174 || False || None
sqrt(X*X^3) || 1 || 0.3837677836418152 || 4.518280982971191 || 7.426455497741699 || True || None
sqrt(X*X^2) || 7 || 0.6094342470169067 || 4.563972473144531 || 7.570520401000977 || True || None
(X*X^2)^3 || 0 || 0.25604405999183655 || 4.656387805938721 || 7.599610328674316 || False || None
(X*(X*X)^2)^3 || 1 || 0.4201458692550659 || 4.742832183837891 || 7.681516647338867 || False || None
sqrt(X*(X*X)^2) || 0 || 0.2343650460243225 || 4.7155280113220215 || 7.670233726501465 || True || None
(X*(X*X)^2)^3 || 0 || 0.292594313621521 || 4.844299793243408 || 7.703712463378906 || False || None
(X*X^2)^3 || 0 || 0.25994613766670227 || 4.823783874511719 || 7.624763011932373 || False || None
((X*X)*X^2)^3 || 0 || 0.346904993057251 || 4.788084030151367 || 7.576847553253174 || True || None
((X*X)*(X*X)^2)^3 || 1 || 0.34167441725730896 || 4.767462730407715 || 7.566736221313477 || True || None
((X*X)*X^2)^3 || 0 || 0.28645339608192444 || 4.829673767089844 || 7.687562465667725 || False || None
((X*X)*(X*X)^2)^3 || 0 || 0.2419348508119583 || 4.8014068603515625 || 7.686586380004883 || False || None
(X*(X*X)^2)^3 || 13 || 1.0282483100891113 || 4.897459030151367 || 7.739617824554443 || False || None
(X*sqrt(X*X))^3 || 0 || 0.27491047978401184 || 4.837810039520264 || 7.588672161102295 || True || None
(X*(X*X)^2)^3 || 7 || 0.7767777442932129 || 4.7819414138793945 || 7.553287029266357 || False || None
((X*X)*(X*X)^2)^3 || 5 || 0.619986355304718 || 5.052024841308594 || 7.592037677764893 || False || None
((X*X)*X^2)^3 || 1 || 0.3051240146160126 || 5.018988609313965 || 7.449431419372559 || False || None
((X*X)*(X*X)^2)^3 || 0 || 0.2758110463619232 || 5.018304824829102 || 7.394397735595703 || False || None
(X*(X*X)^2)^3 || 1 || 0.3924044072628021 || 5.041489601135254 || 7.4709882736206055 || False || None
((X*X)*X^2)^3 || 0 || 0.26512590050697327 || 4.987664222717285 || 7.457747936248779 || False || None
(X*X^2)^3 || 0 || 0.28823673725128174 || 4.927471160888672 || 7.367805004119873 || False || None
((X*X)*X^2)^3 || 0 || 0.23914779722690582 || 4.865213394165039 || 7.319643974304199 || False || None
(X*X^2)^3 || 0 || 0.2953207790851593 || 4.882986068725586 || 7.3480658531188965 || False || None
((X*X)*X^2)^3 || 13 || 1.153217077255249 || 5.023962020874023 || 7.422658443450928 || False || None
(X*X^2)^3 || 2 || 0.5923017263412476 || 4.920180797576904 || 7.37293815612793 || False || None
((X*X)*X^2)^3 || 3 || 0.4693673849105835 || 4.959423542022705 || 7.336374759674072 || False || None
((X*X)*sqrt(X))^3 || 1 || 0.453861266374588 || 5.003828048706055 || 7.404207229614258 || True || None
(X*sqrt(X))^3 || 0 || 0.2979106307029724 || 4.950854778289795 || 7.316763877868652 || True || None
X*sqrt(X)+X || 0 || 0.2923077940940857 || 4.9170966148376465 || 7.258296489715576 || True || None
(X*sqrt(X))^3 || 0 || 0.24495436251163483 || 4.920650005340576 || 7.280972480773926 || False || None
sin(X*sqrt(X)) || 2 || 0.5768864750862122 || 4.891456127166748 || 7.254290580749512 || True || None
X*sqrt(X)+X || 32 || 1.8006765842437744 || 4.897323131561279 || 7.335909366607666 || False || None
(X*X)*sqrt(X)+X || 1 || 0.38113367557525635 || 4.978035926818848 || 6.976909160614014 || True || None
X*sqrt(X)+X || 2 || 0.5255687236785889 || 4.9424614906311035 || 6.893727779388428 || False || None
(X*X)*sqrt(X)+X || 0 || 0.34039363265037537 || 4.843998432159424 || 6.764145851135254 || False || None
X*sqrt(X)+X || 0 || 0.32031911611557007 || 4.786774635314941 || 6.669516563415527 || False || None
(X*X)*sqrt(X)+X || 1 || 0.4174903333187103 || 4.840897083282471 || 6.6253228187561035 || False || None
X*sqrt(X)+X || 1 || 0.475793719291687 || 4.961149215698242 || 6.758018970489502 || False || None
(X*X)*sqrt(X)+X || 0 || 0.2854103446006775 || 4.892711639404297 || 6.805544853210449 || False || None
X*X^2+X || 0 || 0.24951454997062683 || 4.899675369262695 || 6.737875938415527 || True || None
X*sqrt(X)+X || 0 || 0.25961270928382874 || 4.919693946838379 || 6.735984802246094 || False || None
X*X^2+X || 0 || 0.34419944882392883 || 4.903857231140137 || 6.773787021636963 || False || None
X*sqrt(X)+X || 0 || 0.24752110242843628 || 4.915189743041992 || 6.799961090087891 || False || None
X*X^2+X || 3 || 0.643025279045105 || 4.951692581176758 || 6.87224006652832 || False || None
X*sqrt(X)+X || 1 || 0.4298149347305298 || 5.076046943664551 || 6.987364768981934 || False || None
X*X^2+X || 3 || 0.5963093042373657 || 5.185802459716797 || 7.109786033630371 || False || None
X*sqrt(X)+X || 1 || 0.4072642922401428 || 5.214419841766357 || 7.1062421798706055 || False || None
X*(X*X)^2+X || 1 || 0.4171368479728699 || 5.413937568664551 || 7.187451362609863 || True || None
(X*X)*sqrt(X)+X || 0 || 0.33511897921562195 || 5.46310567855835 || 7.326672554016113 || False || None
X*X^2+X || 0 || 0.3103605806827545 || 5.551243305206299 || 7.3516764640808105 || False || None
(X*X)*X^2+X || 3 || 0.49639201164245605 || 5.568573474884033 || 7.362391471862793 || True || None
X*(X*X)^2+X || 2 || 0.46129173040390015 || 5.705718994140625 || 7.381383419036865 || False || None
(X*X)*X^2+X || 10 || 0.8220823407173157 || 5.87042236328125 || 7.451375961303711 || False || None
X*X^2+X || 1 || 0.39478108286857605 || 5.576003074645996 || 7.302136421203613 || False || None
X*(X*X)^2+X || 2 || 0.5846858620643616 || 5.605721950531006 || 7.3419647216796875 || False || None
X*X^2+X || 0 || 0.32812848687171936 || 5.624642372131348 || 7.384410381317139 || False || None
X*(X*X)^2+X || 13 || 1.1532708406448364 || 5.555667400360107 || 7.316460132598877 || False || None
(X*X)*X^2+X || 0 || 0.23980110883712769 || 5.8078694343566895 || 7.383741855621338 || False || None
(X*X)*(X*X)^2+X || 1 || 0.4185630977153778 || 5.7326273918151855 || 7.349216461181641 || True || None
X*(X*X)^2+X || 0 || 0.3176353871822357 || 5.825113296508789 || 7.407721996307373 || False || None
X*X^2+X || 2 || 0.474619597196579 || 5.894484519958496 || 7.450772285461426 || False || None
X*(X*X)^2+X || 1 || 0.4560949504375458 || 6.0843939781188965 || 7.634080410003662 || False || None
(X*X)*(X*X)^2+X || 1 || 0.3474336266517639 || 6.064332485198975 || 7.6219072341918945 || False || None
(X*X)*X^2+X || 11 || 1.1527204513549805 || 6.046509265899658 || 7.661382675170898 || False || None
(X*X)*(X*X)^2+X || 2 || 0.4206124246120453 || 6.389401912689209 || 7.957045555114746 || False || None
(X*X)*X^2+X || 0 || 0.30086055397987366 || 6.422204494476318 || 7.9764299392700195 || False || None
sin((X*X)*X^2) || 0 || 0.2902871072292328 || 6.380361557006836 || 7.938249588012695 || True || None
sin(X*X^2) || 0 || 0.3282460570335388 || 6.392345905303955 || 8.02083683013916 || True || None
sin(X*(X*X)^2) || 1 || 0.31870636343955994 || 6.383785724639893 || 8.059974670410156 || True || None
X*X^2+X || 1 || 0.39600056409835815 || 6.387057781219482 || 8.063523292541504 || False || None
(X*X)*X^2+X || 0 || 0.2552700638771057 || 6.283578872680664 || 7.940712928771973 || False || None
sin((X*X)*X^2) || 0 || 0.2198256105184555 || 6.206259250640869 || 7.825943946838379 || False || None
(X*X)*X^2+X || 4 || 0.556320071220398 || 6.254347324371338 || 7.82670259475708 || False || None
X*X^2+X || 0 || 0.3351890444755554 || 6.186652660369873 || 7.628405570983887 || False || None
(X*X)*X^2+X || 5 || 0.6738047003746033 || 6.120777606964111 || 7.620207786560059 || False || None
sin((X*X)*X^2) || 1 || 0.37764787673950195 || 5.926551818847656 || 7.559903144836426 || False || None
(X*X^2)^3 || 0 || 0.3343290388584137 || 5.8995537757873535 || 7.468625545501709 || False || None
((X*X)*X^2)^3 || 1 || 0.371197909116745 || 5.8288373947143555 || 7.411146640777588 || False || None
sin(X*X^2) || 0 || 0.2906838357448578 || 5.7327046394348145 || 7.33482551574707 || False || None
sin((X*X)*X^2) || 0 || 0.2520475387573242 || 5.747530937194824 || 7.350020885467529 || False || None
(X*X^2)^3 || 0 || 0.3107709288597107 || 5.782955169677734 || 7.4181694984436035 || False || None
X*X^2+X || 2 || 0.5428534746170044 || 5.792473316192627 || 7.431859970092773 || False || None
(X*X)*X^2+X || 12 || 1.0213055610656738 || 5.620185852050781 || 7.360403537750244 || False || None
sin((X*X)*X^2) || 3 || 0.5088801383972168 || 6.055272579193115 || 7.583673477172852 || False || None
