steps: 10000
rand_range: (-0.05, 0.05)


Expression || Steps without change || Distance to next change || Distance since start || Norm || Is Unique || Coordinates

X^4*X+X || 14 || 1.156058669090271 || 0 || 5.949438571929932 || True || None
(X^4*X)^3 || 3 || 0.49240702390670776 || 1.156058669090271 || 5.883184432983398 || True || None
X^4*X+X || 0 || 0.31083881855010986 || 1.223940372467041 || 5.81431770324707 || False || None
(X^4*X)^3 || 7 || 0.8828327655792236 || 1.2958159446716309 || 5.837098121643066 || False || None
((X*X)*X)^3 || 0 || 0.23193803429603577 || 1.6870874166488647 || 5.923969745635986 || True || None
(X^4*X)^3 || 0 || 0.2685931921005249 || 1.731332540512085 || 5.914814472198486 || False || None
X^4*X+X || 0 || 0.32035306096076965 || 1.6887348890304565 || 5.950321674346924 || False || None
(X*X)*X+X || 0 || 0.3215457797050476 || 1.736951231956482 || 5.95868444442749 || True || None
X^4*X+X || 6 || 0.8244967460632324 || 1.8705506324768066 || 6.033881187438965 || False || None
(X*X)*X+X || 0 || 0.3388417661190033 || 1.719421148300171 || 5.962571144104004 || False || None
X^4*X+X || 7 || 1.0090224742889404 || 1.685495138168335 || 5.940435886383057 || False || None
(X*X)*X+X || 0 || 0.25002071261405945 || 2.0029358863830566 || 6.165886878967285 || False || None
X^4*X+X || 9 || 0.9126814603805542 || 2.0015580654144287 || 6.097258567810059 || False || None
sin(X)*X+X || 2 || 0.5112798810005188 || 2.1864306926727295 || 6.4307684898376465 || True || None
(X*X)*X+X || 0 || 0.30079203844070435 || 2.201748847961426 || 6.355800151824951 || False || None
sin(X)*X+X || 30 || 1.588114619255066 || 2.1746277809143066 || 6.318149566650391 || False || None
X^4*X+X || 35 || 1.8435941934585571 || 2.7107131481170654 || 6.952847480773926 || False || None
(X*X)*X+X || 0 || 0.3311176300048828 || 3.3589580059051514 || 7.038703918457031 || False || None
X^4*X+X || 0 || 0.26828086376190186 || 3.311506986618042 || 6.945467472076416 || False || None
(X*X)*X+X || 4 || 0.6896370649337769 || 3.329195737838745 || 6.86212682723999 || False || None
X^4*X+X || 0 || 0.3148418068885803 || 3.4202845096588135 || 6.796205520629883 || False || None
(X*X)*X+X || 0 || 0.3091745972633362 || 3.4260287284851074 || 6.827084541320801 || False || None
X^4*X+X || 3 || 0.4733722507953644 || 3.398066520690918 || 6.830413818359375 || False || None
(X*X)*X+X || 0 || 0.22283640503883362 || 3.5670926570892334 || 6.974839210510254 || False || None
X^4*X+X || 3 || 0.6756892204284668 || 3.525075912475586 || 6.9512529373168945 || False || None
(X*X)*X+X || 14 || 0.8636835217475891 || 3.4389305114746094 || 6.959815502166748 || False || None
X^4*X+X || 2 || 0.45315006375312805 || 3.6643221378326416 || 7.272500991821289 || False || None
(X^4+X)+X || 0 || 0.3625603914260864 || 3.71125864982605 || 7.2292866706848145 || True || None
X^4*X+X || 59 || 2.196951150894165 || 3.7544467449188232 || 7.266961574554443 || False || None
(sqrt(X))^4*X+X || 4 || 0.5399244427680969 || 4.283286094665527 || 6.991079807281494 || True || None
X^4*X+X || 0 || 0.227003276348114 || 4.3570756912231445 || 7.040596008300781 || False || None
(sqrt(X))^4*X+X || 0 || 0.28501635789871216 || 4.417695999145508 || 7.090081691741943 || False || None
X^4*X+X || 8 || 0.8823189735412598 || 4.401647090911865 || 7.098191738128662 || False || None
X^4*sqrt(X)+X || 1 || 0.48583123087882996 || 4.537496566772461 || 6.949657917022705 || True || None
X^4*X+X || 10 || 0.7982372045516968 || 4.631464004516602 || 7.030723571777344 || False || None
X^4*sqrt(X)+X || 12 || 1.064375877380371 || 4.449362754821777 || 6.556273460388184 || False || None
cos(X)*sqrt(X)+X || 6 || 0.8180086016654968 || 4.574716567993164 || 6.653034210205078 || True || None
cos(X)*exp(X)+X || 2 || 0.4171242415904999 || 4.511072158813477 || 6.612635612487793 || True || None
cos(X)*sqrt(X)+X || 3 || 0.5602666139602661 || 4.632843494415283 || 6.608595371246338 || False || None
(cos(X)+X^2)+X || 0 || 0.30183839797973633 || 4.817169666290283 || 6.758893013000488 || True || None
(cos(X)+exp(X))+X || 0 || 0.2192622423171997 || 4.8144659996032715 || 6.789706230163574 || True || None
cos(X)*exp(X)+X || 0 || 0.2884795069694519 || 4.787021636962891 || 6.792733192443848 || False || None
X^4*sqrt(X)+X || 0 || 0.2269555926322937 || 4.8022589683532715 || 6.763470649719238 || False || None
cos(X)*exp(X)+X || 0 || 0.272673100233078 || 4.807440280914307 || 6.77625846862793 || False || None
cos(X)*X+X || 1 || 0.42363253235816956 || 4.773619651794434 || 6.753962993621826 || True || None
cos(X)*exp(X)+X || 3 || 0.47093331813812256 || 4.833508491516113 || 6.717567443847656 || False || None
(cos(X)+X)+X || 0 || 0.28744664788246155 || 4.912374019622803 || 6.7550272941589355 || True || None
(X+exp(X))+X || 0 || 0.3137558400630951 || 4.908929824829102 || 6.777866840362549 || True || None
sin(cos(X)+X) || 0 || 0.28915834426879883 || 4.853471755981445 || 6.838688850402832 || True || None
sin(X+X) || 1 || 0.39188429713249207 || 4.879632949829102 || 6.80138635635376 || True || None
sin(X+exp(X)) || 0 || 0.2647372782230377 || 4.907166004180908 || 6.863560199737549 || True || None
sin(cos(X)+exp(X)) || 1 || 0.3893545866012573 || 4.967637538909912 || 6.922341346740723 || True || None
sin(X+exp(X)) || 1 || 0.4917142391204834 || 4.945040225982666 || 6.925982475280762 || False || None
sin(cos(X)+exp(X)) || 2 || 0.47039341926574707 || 4.996185779571533 || 7.031902313232422 || False || None
sin(cos(X)+X^2) || 7 || 0.6770700216293335 || 4.946505069732666 || 6.899859428405762 || True || None
sin(cos(X)+exp(X)) || 3 || 0.5053609609603882 || 5.117394924163818 || 7.098152160644531 || False || None
sin(cos(X)+X) || 10 || 0.8307636380195618 || 5.1782755851745605 || 7.144528388977051 || False || None
sin(X+exp(X)) || 4 || 0.7092781662940979 || 5.279159069061279 || 7.282253742218018 || False || None
(cos(X)+exp(X))+X || 4 || 0.56602942943573 || 5.365375995635986 || 7.453509330749512 || False || None
(cos(X)+X)+X || 3 || 0.5426304936408997 || 5.460541248321533 || 7.5484299659729 || False || None
