steps: 10000
rand_range: (-0.05, 0.05)


Expression || Steps without change || Distance to next change || Distance since start || Norm || Is Unique || Coordinates

(X-sin(X))^2-X || 6 || 0.7154389023780823 || 0 || 5.837887763977051 || True || None
(X-sin(X/X))^2-X || 1 || 0.4553188681602478 || 0.7154389023780823 || 5.856822490692139 || True || None
(X-sin(X))^2-X || 29 || 1.275930643081665 || 0.8199369311332703 || 5.827194690704346 || False || None
(X-sin(X))^2-X/X || 14 || 1.2530018091201782 || 1.3536607027053833 || 5.896922588348389 || True || None
(X-X*X)^2-X/X || 0 || 0.27063655853271484 || 1.8701142072677612 || 6.061100482940674 || True || None
exp(X-sin(X))-X/X || 3 || 0.48823627829551697 || 1.9252668619155884 || 6.078731060028076 || True || None
exp(X-sin(X))-(X/X)^2 || 1 || 0.38751158118247986 || 1.9783968925476074 || 6.034247398376465 || True || None
exp(X-sin(X))-(X-X)^2 || 0 || 0.3191520869731903 || 1.9752024412155151 || 6.123236656188965 || True || None
exp(X-sin(X))-(X/X)^2 || 1 || 0.3862084448337555 || 2.067810297012329 || 6.191485404968262 || False || None
exp(X-sin(X))-(X/X)/X || 0 || 0.26357027888298035 || 2.120922088623047 || 6.236304759979248 || True || None
exp(X-X*X)-(X/X)/X || 0 || 0.30938634276390076 || 2.1923000812530518 || 6.2870588302612305 || True || None
exp(X-sin(X))-(X/X)/X || 4 || 0.6951420903205872 || 2.167482376098633 || 6.2948784828186035 || False || None
exp(X-X^4)-(X/X)/X || 0 || 0.2654472887516022 || 2.3758678436279297 || 6.166049957275391 || True || None
exp(X)-(X/X)/X || 2 || 0.6151853799819946 || 2.4258129596710205 || 6.083106994628906 || True || None
exp(X-X^4)-(X/X)/X || 1 || 0.3954262435436249 || 2.4627294540405273 || 5.984076499938965 || False || None
exp(X)-(X/X)/X || 1 || 0.2850147485733032 || 2.6173887252807617 || 6.123641490936279 || False || None
exp(X-X^4)-(X/X)/X || 1 || 0.39069268107414246 || 2.64766526222229 || 6.129891872406006 || False || None
exp(X)-(X/X)/X || 6 || 0.7443373203277588 || 2.70528507232666 || 6.261168956756592 || False || None
exp(X)-((X/X)/X)/X || 6 || 0.8864076733589172 || 2.796377658843994 || 6.418797492980957 || True || None
(X+X)-((X/X)/X)/X || 0 || 0.3348575234413147 || 3.0092012882232666 || 6.539159774780273 || True || None
exp(X)-((X/X)/X)/X || 1 || 0.3438149094581604 || 3.0554134845733643 || 6.481662273406982 || False || None
X-((X/X)/X)/X || 4 || 0.6945385336875916 || 3.1071207523345947 || 6.480691909790039 || True || None
(X+X)-((X/X)/X)/X || 0 || 0.2422916740179062 || 3.3079583644866943 || 6.58058500289917 || False || None
exp(X)-((X/X)/X)/X || 0 || 0.29733914136886597 || 3.2999684810638428 || 6.54062032699585 || False || None
X-((X/X)/X)/X || 0 || 0.2627324163913727 || 3.351947546005249 || 6.45136833190918 || False || None
(X+X)-((X/X)/X)/X || 2 || 0.49190443754196167 || 3.3852717876434326 || 6.412448883056641 || False || None
X-((X/X)/X)/X || 1 || 0.38634538650512695 || 3.4029879570007324 || 6.478067398071289 || False || None
(X+X)-((X/X)/X)/X || 1 || 0.407634437084198 || 3.3814895153045654 || 6.483743667602539 || False || None
X-((X/X)/X)/X || 0 || 0.27628231048583984 || 3.473865270614624 || 6.496490478515625 || False || None
(X+X)-((X/X)/X)/X || 7 || 0.8637574315071106 || 3.488821029663086 || 6.540313243865967 || False || None
(X+X)-((X*X)/X)/X || 0 || 0.30571258068084717 || 3.5016562938690186 || 6.3407793045043945 || True || None
(X+X)-((X/X)/X)/X || 0 || 0.24988804757595062 || 3.5327250957489014 || 6.365072250366211 || False || None
(X+X)-((X*X)/X)/X || 0 || 0.27700141072273254 || 3.606065034866333 || 6.442343711853027 || False || None
(X+X)-(X*X-X)/X || 1 || 0.4196178615093231 || 3.602837562561035 || 6.455477237701416 || True || None
(X+X)-(X/X-X)/X || 7 || 0.7811006307601929 || 3.612635374069214 || 6.465579986572266 || True || None
(X+X)-(X*X-X)/X || 9 || 0.7063296437263489 || 3.55757737159729 || 6.595797061920166 || False || None
(X+X)-(X*cos(X)-X)/X || 0 || 0.29482701420783997 || 3.7037973403930664 || 6.803748607635498 || True || None
(X+X)-((X*cos(X))/X)/X || 6 || 0.6966530084609985 || 3.800713300704956 || 6.876064777374268 || True || None
exp(X)-((X*cos(X))/X)/X || 0 || 0.3097866177558899 || 3.9178378582000732 || 6.926414966583252 || True || None
exp(X)-((cos(X)*cos(X))/X)/X || 6 || 0.782994270324707 || 3.899484872817993 || 6.88156270980835 || True || None
exp(X)-((cos(X)-cos(X))/X)/X || 2 || 0.5516018867492676 || 4.1680006980896 || 7.070319652557373 || True || None
X-((cos(X)-cos(X))/X)/X || 3 || 0.44579750299453735 || 4.249630451202393 || 7.203993797302246 || True || None
(X+X)-((cos(X)-cos(X))/X)/X || 5 || 0.6335868835449219 || 4.197482109069824 || 7.22723913192749 || True || None
(X+X)-((cos(X)*cos(X))/X)/X || 0 || 0.334268182516098 || 4.2214179039001465 || 7.096574306488037 || True || None
(X+X)-((cos(X)*X)/X)/X || 0 || 0.359877347946167 || 4.211649417877197 || 7.131772518157959 || True || None
(X+X)-((cos(X)-cos(X))/X)/X || 12 || 1.0939772129058838 || 4.294447422027588 || 7.168440341949463 || False || None
(X-X)-((cos(X)-cos(X))/X)/X || 0 || 0.2636440396308899 || 4.798593997955322 || 7.687516689300537 || True || None
(X+X)-((cos(X)-cos(X))/X)/X || 7 || 0.9487313628196716 || 4.856007099151611 || 7.731245517730713 || False || None
(X+X)-((cos(X)/cos(X))/X)/X || 3 || 0.5415330529212952 || 5.250824451446533 || 7.95837926864624 || True || None
exp(X)-((cos(X)/cos(X))/X)/X || 1 || 0.41889461874961853 || 5.078783988952637 || 7.891755104064941 || True || None
(X+X)-((cos(X)/cos(X))/X)/X || 3 || 0.4774974286556244 || 5.085310935974121 || 7.885823726654053 || False || None
(X-X)-((cos(X)/X)/X)/X || 5 || 0.6674628853797913 || 5.062102317810059 || 7.895957946777344 || True || None
(X-X)-((cos(X)/cos(X))/X)/X || 2 || 0.5293841361999512 || 4.938097953796387 || 7.8744635581970215 || True || None
exp(X)-((cos(X)/cos(X))/X)/X || 0 || 0.2666897475719452 || 5.018649578094482 || 7.9408488273620605 || False || None
(X+X)-((cos(X)/cos(X))/X)/X || 0 || 0.2866573929786682 || 5.015648365020752 || 7.944479942321777 || False || None
(X+X)-((cos(X)/X)/X)/X || 4 || 0.6436833143234253 || 5.023043632507324 || 7.920729160308838 || True || None
exp(X)-((cos(X)/X)/X)/X || 1 || 0.4272852838039398 || 4.887122631072998 || 7.81385612487793 || True || None
exp(X)-((cos(X)/cos(X))/X)/X || 2 || 0.42828577756881714 || 4.977381706237793 || 7.820850849151611 || False || None
exp(X)-((cos(X)/X)/X)/X || 7 || 0.7191541194915771 || 4.9836835861206055 || 7.923830032348633 || False || None
exp(X)-((cos(X)/cos(X))/X)/X || 0 || 0.2819269895553589 || 5.110091209411621 || 8.07164192199707 || False || None
exp(X)-((cos(X)*X)/X)/X || 1 || 0.3913363516330719 || 5.136695384979248 || 8.086798667907715 || True || None
exp(X)-((cos(X)/X)/X)/X || 0 || 0.2306252121925354 || 5.119611740112305 || 8.048211097717285 || False || None
exp(X)-((cos(X)/cos(X))/X)/X || 0 || 0.2891285717487335 || 5.176992893218994 || 8.140608787536621 || False || None
exp(X)-((cos(X)*cos(X))/X)/X || 0 || 0.3549284040927887 || 5.270012855529785 || 8.232855796813965 || False || None
exp(X)-((cos(X)*X)/X)/X || 0 || 0.28663721680641174 || 5.326837062835693 || 8.256407737731934 || False || None
exp(X)-((X*X)/X)/X || 5 || 0.6120927333831787 || 5.259600639343262 || 8.2125883102417 || True || None
exp(X)-((cos(X)*X)/X)/X || 0 || 0.2760196328163147 || 5.330408573150635 || 8.242371559143066 || False || None
exp(X)-((X*X)/X)/X || 27 || 1.4628859758377075 || 5.227933883666992 || 8.157380104064941 || False || None
exp(X)-(X/X)/X || 42 || 1.9273226261138916 || 5.460910320281982 || 8.568808555603027 || False || None
exp(X)-(X/cos(X))/X || 0 || 0.22532793879508972 || 5.942505359649658 || 8.904731750488281 || True || None
exp(X)-(X/X)/X || 11 || 1.0586061477661133 || 5.901228427886963 || 8.866108894348145 || False || None
(X+X)-(X/X)/X || 7 || 0.5516140460968018 || 5.986461162567139 || 8.993681907653809 || True || None
exp(X)-(X/X)/X || 0 || 0.25760358572006226 || 5.892484664916992 || 8.921639442443848 || False || None
(X+X)-(X/X)/X || 4 || 0.5104801058769226 || 5.860013484954834 || 8.895858764648438 || False || None
exp(X)-(X/X)/X || 2 || 0.529431939125061 || 5.976946830749512 || 9.068464279174805 || False || None
cos(X)-(X/X)/X || 3 || 0.533463716506958 || 6.060516834259033 || 9.181774139404297 || True || None
exp(X)-(X/X)/X || 1 || 0.372161865234375 || 6.012589454650879 || 9.118667602539062 || False || None
cos(X)-(X/X)/X || 1 || 0.4228093922138214 || 5.996554851531982 || 9.12848949432373 || False || None
X-(X/X)/X || 27 || 1.323165774345398 || 5.87481689453125 || 9.051860809326172 || True || None
X-((X*X)/X)/X || 10 || 1.1104326248168945 || 5.857061386108398 || 8.824385643005371 || True || None
X-((X*cos(X))/X)/X || 15 || 1.3104455471038818 || 6.027130126953125 || 8.967208862304688 || True || None
X-((cos(X)*cos(X))/X)/X || 0 || 0.23227077722549438 || 6.219623565673828 || 8.855801582336426 || True || None
X-((X*cos(X))/X)/X || 1 || 0.3834834694862366 || 6.245823383331299 || 8.886929512023926 || False || None
X-((cos(X)*cos(X))/X)/X || 3 || 0.5717154741287231 || 6.277595043182373 || 8.901045799255371 || False || None
X-((X*cos(X))/X)/X || 17 || 1.1459704637527466 || 6.3401198387146 || 8.802389144897461 || False || None
X-((cos(X)*cos(X))/X)/X || 3 || 0.5708032846450806 || 6.4591803550720215 || 8.930720329284668 || False || None
X-((X*cos(X))/X)/X || 50 || 2.6075832843780518 || 6.512734413146973 || 8.959036827087402 || False || None
X-((cos(X)*cos(X))/X)/X || 2 || 0.5957220792770386 || 6.8048787117004395 || 8.86655044555664 || False || None
X-((X*cos(X))/X)/X || 0 || 0.24166440963745117 || 6.672618865966797 || 8.717215538024902 || False || None
X-((cos(X)*cos(X))/X)/X || 2 || 0.5328296422958374 || 6.643589496612549 || 8.71045207977295 || False || None
X-((X*cos(X))/X)/X || 5 || 0.7564712762832642 || 6.730564594268799 || 8.793872833251953 || False || None
X-((X*cos(X))/X)/cos(X) || 0 || 0.28963136672973633 || 6.8037190437316895 || 8.829108238220215 || True || None
X-((X*cos(X))/X)/X || 9 || 0.7175201773643494 || 6.79945182800293 || 8.780858993530273 || False || None
X-(X*cos(X))^2/X || 31 || 1.6159933805465698 || 6.861194610595703 || 8.769156455993652 || True || None
X-((X*cos(X))/X)/X || 10 || 0.9176367521286011 || 7.226891040802002 || 8.704056739807129 || False || None
X-(X*cos(X))^2/X || 6 || 0.7331635355949402 || 7.1840972900390625 || 8.675132751464844 || False || None
X-((X*cos(X))/X)/X || 1 || 0.3936007022857666 || 7.259035587310791 || 8.620590209960938 || False || None
X-(X*cos(X))^2/X || 0 || 0.32198503613471985 || 7.255658149719238 || 8.614908218383789 || False || None
X-((X*cos(X))/X)/X || 7 || 0.7368480563163757 || 7.211241245269775 || 8.58570671081543 || False || None
X-(X*cos(X))^2/X || 2 || 0.5162945985794067 || 7.177295684814453 || 8.592156410217285 || False || None
X-((X*cos(X))/X)/X || 4 || 0.6546860933303833 || 7.187018394470215 || 8.56663703918457 || False || None
X-(X*cos(X))^2/X || 0 || 0.28055810928344727 || 7.2426862716674805 || 8.705863952636719 || False || None
X-((X*cos(X))/X)/X || 7 || 0.6863723397254944 || 7.310990810394287 || 8.759778022766113 || False || None
X-((cos(X)*cos(X))/X)/X || 6 || 0.6883696913719177 || 7.1775007247924805 || 8.663518905639648 || False || None
X-((cos(X)*exp(X))/X)/X || 0 || 0.27216029167175293 || 7.205957412719727 || 8.662379264831543 || True || None
X-((cos(X)*cos(X))/X)/X || 8 || 0.7607735395431519 || 7.31559944152832 || 8.72607707977295 || False || None
X-((cos(X)*exp(X))/X)/X || 0 || 0.2565079927444458 || 7.260580062866211 || 8.647161483764648 || False || None
X-((cos(X)*cos(X))/X)/X || 1 || 0.3679216504096985 || 7.335994720458984 || 8.681973457336426 || False || None
X-((cos(X)*exp(X))/X)/X || 2 || 0.5181972980499268 || 7.337890625 || 8.66876220703125 || False || None
X-((cos(X)*exp(X))/X)/log(X) || 0 || 0.26980718970298767 || 7.379304885864258 || 8.680156707763672 || True || None
