steps: 10000
rand_range: (-0.05, 0.05)


Expression || Steps without change || Distance to next change || Distance since start || Norm || Is Unique || Coordinates

X-(X/X)/X || 10 || 0.8630181550979614 || 0 || 5.069830894470215 || True || None
(X+X^3)-(X/X)/X || 7 || 0.9059438705444336 || 0.8630181550979614 || 5.1420440673828125 || True || None
(X+X^3)-X/X || 0 || 0.3203531801700592 || 1.330841302871704 || 5.208390235900879 || True || None
X-X/X || 0 || 0.27246910333633423 || 1.270311713218689 || 5.2638044357299805 || True || None
(X+X^3)-X/X || 0 || 0.3743543028831482 || 1.1718579530715942 || 5.228967189788818 || False || None
X-(X/X)/X || 0 || 0.23902973532676697 || 1.331618309020996 || 5.328488349914551 || False || None
X-X/X || 0 || 0.2299741804599762 || 1.4187484979629517 || 5.347748756408691 || False || None
X-(X/X)/X || 0 || 0.27440959215164185 || 1.493393063545227 || 5.36728572845459 || False || None
X-X/X || 1 || 0.41914039850234985 || 1.5639729499816895 || 5.397303581237793 || False || None
(X+X^3)-(X/X)/X || 0 || 0.23866452276706696 || 1.7746626138687134 || 5.561611175537109 || False || None
(X+X^3)-X/X || 1 || 0.36286211013793945 || 1.800338625907898 || 5.541615962982178 || False || None
(X+log(X))-(X/X)/X || 0 || 0.3190617561340332 || 1.8573284149169922 || 5.62675666809082 || True || None
(X+log(X))-X/X || 4 || 0.7394549250602722 || 1.8651525974273682 || 5.658030033111572 || True || None
(X+X^3)-X/X || 1 || 0.3957940936088562 || 1.8537312746047974 || 5.523703575134277 || False || None
(X+log(X))-(X/X)/X || 2 || 0.45518961548805237 || 1.8967729806900024 || 5.5558366775512695 || False || None
(X+log(X))-X/X || 0 || 0.23085618019104004 || 1.9623277187347412 || 5.536255836486816 || False || None
(X+log(X))-(X/X)/X || 1 || 0.4670240879058838 || 1.9533909559249878 || 5.523499488830566 || False || None
X-(X/X)/X || 0 || 0.3501884341239929 || 1.9690662622451782 || 5.518123626708984 || False || None
X-X/X || 0 || 0.25992825627326965 || 1.9815412759780884 || 5.618721008300781 || False || None
X-(X/X)/X || 1 || 0.2945902347564697 || 2.0678722858428955 || 5.589740753173828 || False || None
X-X/X || 1 || 0.4613420367240906 || 2.0507164001464844 || 5.557589530944824 || False || None
X-(X/X)/X || 82 || 2.711458444595337 || 2.1273701190948486 || 5.455531120300293 || False || None
X-((X*X)/X)/X || 8 || 0.6635518670082092 || 3.527029037475586 || 5.976890563964844 || True || None
X-((X*X)/log(X))/X || 2 || 0.48570185899734497 || 3.7799532413482666 || 6.189664363861084 || True || None
