steps: 10000
rand_range: (-0.05, 0.05)


Expression || Steps without change || Distance to next change || Distance since start || Norm || Is Unique || Coordinates

(log((X-X)-X)-X)+((X-X)/X)*X || 3 || 0.5178680419921875 || 0 || 6.931392192840576 || True || None
(log((X-X)+X)-X)+(X^2/X)*X || 0 || 0.30131009221076965 || 0.5178680419921875 || 7.000214576721191 || True || None
(log((X-X)-X)-X)+((X-X)/X)*X || 1 || 0.40409111976623535 || 0.622789204120636 || 7.015443325042725 || False || None
(log((X-X)-X)+X)+((X-X)/X)*X || 5 || 0.6852769255638123 || 0.7677474021911621 || 7.091153621673584 || True || None
(log((X-X)-X)-X)+((X-X)/X)*X || 2 || 0.4999493658542633 || 0.9319347739219666 || 6.931371212005615 || False || None
(log((X-X)+X)-X)+((X-X)/X)*X || 0 || 0.26600730419158936 || 0.9915162324905396 || 6.850358009338379 || True || None
(log((X-X)-X)-X)+(X^2/X)*X || 0 || 0.2904244065284729 || 0.9922320246696472 || 6.839450359344482 || True || None
(log((X-X)-X)+X)+(X^2/X)*X || 0 || 0.2870510518550873 || 1.0272175073623657 || 6.89210844039917 || True || None
(log((X-X)-X)-X)+(X^2/X)*X || 0 || 0.2855563163757324 || 1.0649032592773438 || 6.900940418243408 || False || None
(log((X-X)-X)-X)+((X-X)/X)*X || 1 || 0.4628305435180664 || 1.0713557004928589 || 6.894577503204346 || False || None
(log((X-X)-X)+X)+((X-X)/X)*X || 16 || 0.9854152202606201 || 1.0222173929214478 || 6.814448833465576 || False || None
(log((X-X)-X)-X)+((X-X)/X)*X || 0 || 0.2323400378227234 || 1.474547266960144 || 7.046873569488525 || False || None
(log((X-X)-X)+X)+((X-X)/X)*X || 5 || 0.5625888705253601 || 1.5287580490112305 || 7.009254455566406 || False || None
(log((X-X)-X)+X)+(X/X)*X || 6 || 0.7991134524345398 || 1.496001124382019 || 6.947674751281738 || True || None
(log((X-X)-X)+X)+((X-X)/X)*X || 0 || 0.2998758554458618 || 1.886356234550476 || 7.084760665893555 || False || None
(log((X-X)-X)+X)+(X/X)*X || 0 || 0.3449035882949829 || 1.939512014389038 || 7.035881519317627 || False || None
(log((X-X)-X)+X)+((X-X)/X)*X || 10 || 0.9432501196861267 || 1.8882265090942383 || 7.093943119049072 || False || None
(log((X-X)-X)+X)+(X/X)*X || 0 || 0.28032103180885315 || 2.1643619537353516 || 7.095122337341309 || False || None
(log((X-X)-X)+X)+((X-X)/X)*X || 0 || 0.2455643266439438 || 2.2262864112854004 || 7.135891437530518 || False || None
(log((X-X)-X)+X)+(X/X)*X || 2 || 0.49650147557258606 || 2.259006977081299 || 7.114505767822266 || False || None
(log((X-X)-X*X)+X)+(X/X)*X || 0 || 0.23683126270771027 || 2.3414227962493896 || 7.188453197479248 || True || None
(log((X/X-X)-X*X)+X)+(X/X)*X || 2 || 0.5030975341796875 || 2.3419008255004883 || 7.244071006774902 || True || None
(log((X-X)-X*X)-X)+(X/X)*X || 0 || 0.3403164744377136 || 2.315225124359131 || 7.075804710388184 || True || None
(log((X-X)-X*X)+X)+(X/X)*X || 1 || 0.44616031646728516 || 2.3985109329223633 || 7.066213607788086 || False || None
(log((X-X)-X*X)+X*X)+((X-X)/X)*X || 0 || 0.27760064601898193 || 2.535517930984497 || 7.238592147827148 || True || None
(log((X-X)-X*X)+X*X)+(X/X)*X || 8 || 0.7735791206359863 || 2.5455331802368164 || 7.259034633636475 || True || None
(log((X-X)-X)+X*X)+(X/X)*X || 0 || 0.27645012736320496 || 2.7414298057556152 || 7.232151508331299 || True || None
(log((X-X)-X*X)+X*X)+(X/X)*X || 6 || 0.6975938677787781 || 2.732229232788086 || 7.318260192871094 || False || None
(log((X-X)-X*X)+X/X)+(X/X)*X || 0 || 0.2644418776035309 || 2.930154800415039 || 7.339995861053467 || True || None
(log((X-X)-X*X)+X*X)+(X/X)*X || 1 || 0.3985002636909485 || 2.8085405826568604 || 7.346518039703369 || False || None
(log((X/X-X)-X*X)+X*X)+(X/X)*X || 1 || 0.33507657051086426 || 2.7703278064727783 || 7.36370849609375 || True || None
(log((X-X)-X*X)+X/X)+(X/X)*X || 0 || 0.3302838206291199 || 2.833494186401367 || 7.385937213897705 || False || None
(log((X/X-X)-X*X)+X/X)+(X/X)*X || 0 || 0.27302664518356323 || 2.952439069747925 || 7.388478755950928 || True || None
(log((X-X)-X*X)+X/X)+(X/X)*X || 0 || 0.3438326418399811 || 3.0103871822357178 || 7.356627941131592 || False || None
(log((X-X)-X*X)+(X-X)/X)+(X/X)*X || 0 || 0.24160034954547882 || 3.110487699508667 || 7.444069862365723 || True || None
(log((X-X)-X*X)+X/X)+(X^2/X)*X || 0 || 0.28890320658683777 || 3.1669278144836426 || 7.4368672370910645 || True || None
(log((X-X)-X*X)+X/X)+(X/X)*X || 1 || 0.48584702610969543 || 3.2632803916931152 || 7.560492038726807 || False || None
(log((X-X)-X*X)+(X-X)/X)+(X/X)*X || 3 || 0.6253916621208191 || 3.4789113998413086 || 7.4844794273376465 || False || None
(log((X-X)-X)+X^2/X)+(X/X)*X || 1 || 0.43266263604164124 || 3.700864791870117 || 7.619478702545166 || True || None
(log((X/X-X)-X)+X^2/X)+(X/X)*X || 0 || 0.2183910459280014 || 3.7710347175598145 || 7.607532978057861 || True || None
(log((X-X)-X)+X^2/X)+(X/X)*X || 7 || 0.6278433799743652 || 3.7774758338928223 || 7.59908390045166 || False || None
(log((X-X)-X)+(X-X)/X)+(X/X)*X || 2 || 0.4336540997028351 || 3.7505643367767334 || 7.610848426818848 || True || None
(log((X/X-X)-X)+(X-X)/X)+(X/X)*X || 0 || 0.31068718433380127 || 3.7431769371032715 || 7.599019527435303 || True || None
(log((X/X-X)-X*X)+(X-X)/X)+(X/X)*X || 3 || 0.5303615927696228 || 3.799969434738159 || 7.651299476623535 || True || None
(log((X/X-X)-X)+(X-X)/X)+(X/X)*X || 0 || 0.2704637348651886 || 3.726283073425293 || 7.756787300109863 || False || None
(log((X/X-X)+X)+(X-X)/X)+(X/X)*X || 3 || 0.637231707572937 || 3.604846715927124 || 7.708415508270264 || True || None
(log((X/X-X)+X)+(X-X)/X)+(X^2/X)*X || 0 || 0.27164989709854126 || 3.6978607177734375 || 7.710710525512695 || True || None
(log((X/X-X)+X)+(X-X)/X)+(X/X)*X || 0 || 0.2569662034511566 || 3.6855385303497314 || 7.64855432510376 || False || None
(log((X/X-X)+X)+(X-X)/X)+(X^2/X)*X || 0 || 0.32740890979766846 || 3.699946403503418 || 7.655354022979736 || False || None
(log((X-X)+X)+(X-X)/X)+(X^2/X)*X || 0 || 0.2576901316642761 || 3.7759287357330322 || 7.664604187011719 || True || None
(log((X/X-X)+X)+(X-X)/X)+((X-X)/X)*X || 0 || 0.3202175199985504 || 3.818439483642578 || 7.663095474243164 || True || None
