Step || Expression || Steps without change || Change Distance|| Complexity || Norm
6 || X/X-X || 6 || 0.8263499736785889 || 2 || 0.0
12 || X/C-X || 5 || 0.7276183366775513 || 2 || 0.8263499736785889
17 || X/X-X || 4 || 0.6253580451011658 || 2 || 1.141545295715332
19 || (C/X)/X-X || 1 || 0.41840803623199463 || 3 || 1.2382404804229736
20 || X/C-X || 0 || 0.3102870285511017 || 2 || 1.3366214036941528
21 || (C/X)/C-X || 0 || 0.24192248284816742 || 3 || 1.3666434288024902
22 || (C/X)/X-X || 0 || 0.3059370517730713 || 3 || 1.4180172681808472
23 || X/C-X || 0 || 0.24832722544670105 || 2 || 1.4824625253677368
26 || X/X-X || 2 || 0.47767236828804016 || 2 || 1.4370465278625488
29 || X/C-X || 2 || 0.5683014392852783 || 2 || 1.622644305229187
41 || X/X-X || 11 || 1.0527235269546509 || 2 || 1.6217784881591797
43 || X/X-C || 1 || 0.46254655718803406 || 2 || 1.9913411140441895
46 || X/X-X || 2 || 0.5090296268463135 || 2 || 2.0014090538024902
49 || X/X-C || 2 || 0.48576343059539795 || 2 || 2.1043972969055176
50 || X/C-C || 0 || 0.24573756754398346 || 2 || 2.1185081005096436
52 || X/X-C || 1 || 0.33004531264305115 || 2 || 2.111722469329834
54 || X/C-C || 1 || 0.3749864995479584 || 2 || 2.1763622760772705
56 || X/X-C || 1 || 0.44246792793273926 || 2 || 2.237407684326172
57 || C/X-C || 0 || 0.2498444765806198 || 2 || 2.1465301513671875
60 || X/X-C || 2 || 0.45587751269340515 || 2 || 2.1948814392089844
64 || X/X-X || 3 || 0.44373780488967896 || 2 || 2.2741663455963135
78 || C/X-X || 13 || 1.103489875793457 || 2 || 2.3196985721588135
79 || C/X-C/C || 0 || 0.306214839220047 || 3 || 2.383002996444702
80 || C/X-X || 0 || 0.25479429960250854 || 2 || 2.4184887409210205
81 || C/X-C/C || 0 || 0.3163812756538391 || 3 || 2.449903964996338
84 || X-C/C || 2 || 0.5601581335067749 || 2 || 2.4883031845092773
101 || C/X-C/C || 16 || 0.810369074344635 || 3 || 2.6841228008270264
102 || C/X-C/X || 0 || 0.2905406057834625 || 3 || 2.8195009231567383
111 || C/X-C/C || 8 || 0.8014355301856995 || 3 || 2.840118885040283
113 || C/X-C/X || 1 || 0.4358993172645569 || 3 || 2.961203098297119
126 || X-C/X || 12 || 0.8861937522888184 || 2 || 3.0607330799102783
127 || C/X-C/X || 0 || 0.2652451694011688 || 3 || 3.3712213039398193
131 || X-C/X || 3 || 0.5987623929977417 || 2 || 3.3444604873657227
132 || C/X-C/X || 0 || 0.2799815535545349 || 3 || 3.406446695327759
139 || X-C/X || 6 || 0.7815893292427063 || 2 || 3.4133970737457275
144 || C-C/X || 4 || 0.5508988499641418 || 2 || 3.423815965652466
159 || X-C/X || 14 || 1.1795388460159302 || 2 || 3.4680697917938232
160 || X-(C*X)/X || 0 || 0.34168848395347595 || 3 || 3.585832357406616
198 || X-C/X || 37 || 1.7772043943405151 || 2 || 3.5755035877227783
199 || X-(C/X)/X || 0 || 0.3278401792049408 || 3 || 3.5605602264404297
202 || X-C/X || 2 || 0.5752440690994263 || 2 || 3.5700843334198
203 || X-(C/X)/X || 0 || 0.25613197684288025 || 3 || 3.734128713607788
204 || X-(C*X)/X || 0 || 0.2553800344467163 || 3 || 3.83793306350708
206 || X-(C/X)/X || 1 || 0.3183169662952423 || 3 || 3.880601644515991
207 || X-(C*X)/X || 0 || 0.3230220675468445 || 3 || 3.9794859886169434
208 || X-(C/X)/X || 0 || 0.28882479667663574 || 3 || 3.991894006729126
216 || X-(C*X)/X || 7 || 0.8380951285362244 || 3 || 4.017404556274414
218 || C-(C*X)/X || 1 || 0.41350919008255005 || 3 || 4.237768173217773
219 || X-(C*X)/X || 0 || 0.300663560628891 || 3 || 4.22085428237915
221 || C-(C/X)/X || 1 || 0.38388895988464355 || 3 || 4.304241180419922
223 || X-(C/X)/X || 1 || 0.42809969186782837 || 3 || 4.245904445648193
224 || X-(C*X)/X || 0 || 0.218474879860878 || 3 || 4.1376214027404785
225 || C-(C*X)/X || 0 || 0.26243093609809875 || 3 || 4.23017692565918
228 || C-(X*X)/X || 2 || 0.5538066029548645 || 3 || 4.186801433563232
230 || C-(C*X)/X || 1 || 0.4248729646205902 || 3 || 4.134600639343262
232 || C-(C*X)*X || 1 || 0.37098458409309387 || 3 || 4.218143939971924
252 || C-(C/X)*X || 19 || 1.0466790199279785 || 3 || 4.207944393157959
254 || C-(X/X)*X || 1 || 0.3811127543449402 || 3 || 4.245606899261475
261 || C-(C/X)*X || 6 || 0.8449054956436157 || 3 || 4.3566389083862305
266 || C-(C*X)*X || 4 || 0.631787121295929 || 3 || 4.533397674560547
267 || C-(C/X)*X || 0 || 0.307454377412796 || 3 || 4.745944023132324
280 || C-(C*X)*X || 12 || 0.9401922225952148 || 3 || 4.7338175773620605
281 || C-(C*C)*X || 0 || 0.3598237931728363 || 3 || 4.763792037963867
290 || C-(C*X)*X || 8 || 0.893191933631897 || 3 || 4.695067882537842
293 || C-(C*X)/X || 2 || 0.5635544657707214 || 3 || 4.57431697845459
295 || C-(C*C)/X || 1 || 0.43988412618637085 || 3 || 4.783980369567871
