Step || Expression || Steps without change || Change Distance|| Complexity || Norm
1 || X/X-X || 1 || 0.4746853709220886 || 2 || 0.0
2 || (C/C)/C-X || 0 || 0.24865952134132385 || 3 || 0.4746853709220886
3 || X/X-X || 0 || 0.2718442976474762 || 2 || 0.49764689803123474
4 || (C/C)/C-X || 0 || 0.2713911831378937 || 3 || 0.5155099034309387
5 || X/C-X || 0 || 0.27083155512809753 || 2 || 0.5099535584449768
7 || X/X-X || 1 || 0.39636796712875366 || 2 || 0.5113407373428345
8 || (C/C)/X-X || 0 || 0.20002757012844086 || 3 || 0.6536206603050232
10 || X/X-X || 1 || 0.4335561990737915 || 2 || 0.6457228064537048
12 || (C/C)/X-X || 1 || 0.5129607319831848 || 3 || 0.7498806715011597
21 || X/X-X || 8 || 0.9870923757553101 || 2 || 0.8431639075279236
22 || (X/X)/X || 0 || 0.32656535506248474 || 2 || 1.2054249048233032
24 || X/X-X || 1 || 0.5111168622970581 || 2 || 1.2512624263763428
25 || X/X-C^3 || 0 || 0.27525389194488525 || 3 || 1.3077305555343628
26 || X/X-X || 0 || 0.2853853106498718 || 2 || 1.354517936706543
31 || (X/X)/X || 4 || 0.5966969728469849 || 2 || 1.2883917093276978
35 || (X/X)/cos(X) || 3 || 0.5035213828086853 || 3 || 1.3715460300445557
36 || (X/X)/cos(C) || 0 || 0.3293968439102173 || 3 || 1.4124294519424438
40 || (X/X)/X || 3 || 0.6803227066993713 || 2 || 1.4250692129135132
42 || ((C/C)/X)/X || 1 || 0.3753763735294342 || 3 || 1.42849862575531
47 || (C/C-X)/X || 4 || 0.49098432064056396 || 3 || 1.4849697351455688
50 || ((C/C)/X)/X || 2 || 0.4613114893436432 || 3 || 1.5853536128997803
57 || (C/C)*X+X || 6 || 0.7445467114448547 || 3 || 1.6488566398620605
63 || ((C/C)*X)/X || 5 || 0.6689245104789734 || 3 || 1.7057597637176514
64 || (C/C)*X+X || 0 || 0.20770351588726044 || 3 || 1.8744254112243652
65 || ((C/C)*X)/X || 0 || 0.28159064054489136 || 3 || 1.8768353462219238
68 || (X*X)/X || 2 || 0.38238269090652466 || 2 || 1.9787776470184326
69 || X*X+X || 0 || 0.29713475704193115 || 2 || 1.9763052463531494
70 || C*cos(X)+X || 0 || 0.2737795412540436 || 3 || 2.0415573120117188
71 || X*X^2+X || 0 || 0.27245816588401794 || 3 || 2.1331310272216797
82 || X*X+X || 10 || 1.109292984008789 || 2 || 2.1419992446899414
84 || X/X+X || 1 || 0.4450564980506897 || 2 || 2.406421661376953
85 || X/X+log(C) || 0 || 0.2686779499053955 || 3 || 2.4416017532348633
87 || X/X+X || 1 || 0.48357850313186646 || 2 || 2.4406564235687256
92 || (C*X)/X+X || 4 || 0.557343065738678 || 3 || 2.424002170562744
94 || (C*X)/X+cos(C) || 1 || 0.3304685056209564 || 4 || 2.4628851413726807
97 || (C*X)/X+X || 2 || 0.6198421716690063 || 3 || 2.433554172515869
105 || (C*X)/X+cos(C) || 7 || 0.7505010366439819 || 4 || 2.5502724647521973
106 || X/X+cos(X) || 0 || 0.23530074954032898 || 3 || 2.845353841781616
107 || X/X+cos(C) || 0 || 0.2941071391105652 || 3 || 2.8384714126586914
111 || X/X+cos(X) || 3 || 0.6426320672035217 || 3 || 2.8997297286987305
116 || C/X+cos(X) || 4 || 0.5883950591087341 || 3 || 2.923985004425049
124 || X/X+cos(X) || 7 || 0.6902440786361694 || 3 || 2.909224271774292
127 || X/X+log(X) || 2 || 0.6936280131340027 || 3 || 3.1179771423339844
130 || X/X+exp(X) || 2 || 0.5405237674713135 || 3 || 3.064835786819458
131 || X/X+cos(X) || 0 || 0.3105534315109253 || 3 || 2.917210578918457
132 || X/X+exp(X) || 0 || 0.29375213384628296 || 3 || 2.9271414279937744
133 || X/X+exp(C) || 0 || 0.19080744683742523 || 3 || 2.8576736450195312
134 || (C/X)/X+exp(C) || 0 || 0.25133273005485535 || 4 || 2.8861899375915527
135 || (C/X)*X+exp(C) || 0 || 0.2810896039009094 || 4 || 2.919539451599121
136 || (C/C)/X+X || 0 || 0.3110922574996948 || 3 || 2.8386025428771973
137 || (C/C)/X+exp(C) || 0 || 0.22263187170028687 || 4 || 2.8111464977264404
139 || (C/X)/X+exp(C) || 1 || 0.43479883670806885 || 4 || 2.8051717281341553
141 || (C/X)*X+exp(C) || 1 || 0.3715127110481262 || 4 || 2.995445728302002
142 || (C/X)/X+exp(C) || 0 || 0.20643498003482819 || 4 || 2.930699586868286
143 || (C/X)/X+exp(X) || 0 || 0.22294186055660248 || 4 || 2.913602113723755
144 || (C/X)/X+exp(C) || 0 || 0.2057831883430481 || 4 || 2.861769914627075
145 || (C/X)*X+exp(X) || 0 || 0.2751840054988861 || 4 || 2.9184653759002686
146 || (C/X)/X+exp(X) || 0 || 0.3172489106655121 || 4 || 2.992401599884033
148 || ((C/X)*X)/exp(X) || 1 || 0.3770179748535156 || 4 || 2.945173978805542
150 || ((C/X)/X)/exp(X) || 1 || 0.4306110441684723 || 4 || 2.876007556915283
152 || ((C/X)*X)/exp(X) || 1 || 0.42930272221565247 || 4 || 2.888988733291626
154 || (X/X)/exp(X) || 1 || 0.3708086609840393 || 3 || 2.88314151763916
156 || (X*X)/exp(X) || 1 || 0.5117324590682983 || 3 || 2.7702553272247314
161 || (X/X)/exp(X) || 4 || 0.5796607732772827 || 3 || 2.7542572021484375
