Step || Expression || Steps without change || Change Distance|| Complexity || Norm
15 || X/X-X || 15 || 1.1413148641586304 || 2 || 0.0
29 || X/X-C || 13 || 0.8009679913520813 || 2 || 1.1413148641586304
30 || X/X-X || 0 || 0.2782076895236969 || 2 || 1.5765879154205322
35 || X/X-C || 4 || 0.5972990989685059 || 2 || 1.6879626512527466
38 || X/X-X || 2 || 0.4605501592159271 || 2 || 1.6574515104293823
41 || X/X-C || 2 || 0.4064790904521942 || 2 || 1.7832920551300049
45 || X/X-X || 3 || 0.5828807950019836 || 2 || 1.7893354892730713
46 || (X/X)/C || 0 || 0.2924288511276245 || 2 || 1.8787091970443726
50 || X/X-C || 3 || 0.47078636288642883 || 2 || 1.9219392538070679
52 || C^C/X-C || 1 || 0.3274492621421814 || 3 || 1.8479228019714355
53 || X/C-C || 0 || 0.350504606962204 || 2 || 1.9332423210144043
54 || C^C/X-C || 0 || 0.31120336055755615 || 3 || 2.0356409549713135
55 || X/C-X || 0 || 0.28644001483917236 || 2 || 2.0483129024505615
56 || X/X-X || 0 || 0.2627045214176178 || 2 || 1.9992226362228394
59 || C^C/X-C || 2 || 0.42647024989128113 || 3 || 2.0724539756774902
60 || X/X-C || 0 || 0.2631806433200836 || 2 || 2.030508279800415
64 || X/X-X || 3 || 0.6670493483543396 || 2 || 2.0840837955474854
65 || X/X-C || 0 || 0.3026309907436371 || 2 || 2.401960849761963
71 || X/X-X || 5 || 0.5764657258987427 || 2 || 2.405414342880249
72 || (X/X)*X || 0 || 0.21582749485969543 || 2 || 2.3505754470825195
73 || (X/X)/X || 0 || 0.279786616563797 || 2 || 2.36031174659729
78 || (X/X)*X || 4 || 0.5716063380241394 || 2 || 2.3309121131896973
82 || X/X-X || 3 || 0.6342620253562927 || 2 || 2.4774134159088135
84 || (X/X)/X || 1 || 0.36015576124191284 || 2 || 2.6550328731536865
85 || X/X-X || 0 || 0.30427029728889465 || 2 || 2.8095576763153076
95 || (X/X)/X || 9 || 0.7533212900161743 || 2 || 2.8501410484313965
96 || (X/X)*X || 0 || 0.3128131926059723 || 2 || 2.969463586807251
99 || (X/X)/X || 2 || 0.40469539165496826 || 2 || 3.021421194076538
100 || (X*X)/X || 0 || 0.2655142843723297 || 2 || 3.17177152633667
101 || (X*C^2)/X || 0 || 0.3903663158416748 || 3 || 3.2184364795684814
102 || (X/X)/X || 0 || 0.2891692817211151 || 2 || 3.252977132797241
103 || (X/C^2)/X || 0 || 0.26929014921188354 || 3 || 3.282916784286499
106 || (X/X)/X || 2 || 0.45517697930336 || 2 || 3.3176939487457275
108 || (X*X)/C || 1 || 0.3657247722148895 || 2 || 3.40669584274292
109 || (X/X)/C || 0 || 0.23658032715320587 || 2 || 3.4965691566467285
110 || (X*X)/C || 0 || 0.37195706367492676 || 2 || 3.5085699558258057
115 || (X/X)/C || 4 || 0.6803715229034424 || 2 || 3.6157710552215576
116 || (X*X)/C || 0 || 0.2678780257701874 || 2 || 3.983595132827759
117 || (X/X)/C || 0 || 0.3557577133178711 || 2 || 3.9088704586029053
118 || (X-X)/C || 0 || 0.23567676544189453 || 2 || 3.9685986042022705
120 || (X/X)/C || 1 || 0.397674024105072 || 2 || 4.011979103088379
121 || (X/X)/X || 0 || 0.258139431476593 || 2 || 4.08736515045166
124 || (X-X)/X || 2 || 0.558415949344635 || 2 || 4.132592678070068
125 || (X*X)/X || 0 || 0.26793956756591797 || 2 || 4.0396575927734375
127 || (X-X)/X || 1 || 0.4466961920261383 || 2 || 4.012762069702148
129 || (X*X)/X || 1 || 0.3698338568210602 || 2 || 4.076405048370361
131 || (X-X)/X || 1 || 0.38010793924331665 || 2 || 4.197880744934082
133 || (X*X)/X || 1 || 0.39560577273368835 || 2 || 4.241827011108398
137 || (X*cos(C))/X || 3 || 0.5764966607093811 || 3 || 4.284348964691162
138 || (X*X)/X || 0 || 0.2758110463619232 || 2 || 4.40072774887085
139 || ((C/C)*X)/X || 0 || 0.3191322982311249 || 3 || 4.3641839027404785
141 || (X*X)/X || 1 || 0.49547049403190613 || 2 || 4.259632110595703
142 || (X-X)/X || 0 || 0.2638104557991028 || 2 || 4.156275749206543
143 || (C/C-X)/X || 0 || 0.23377370834350586 || 3 || 4.143347263336182
144 || (X-X)/X || 0 || 0.27852004766464233 || 2 || 4.133082389831543
145 || (X*X)/X || 0 || 0.28319013118743896 || 2 || 4.1530609130859375
148 || (X-X)/X || 2 || 0.5120884776115417 || 2 || 4.064159870147705
152 || (X/X)/X || 3 || 0.535430908203125 || 2 || 4.219681262969971
156 || ((C/C)*X)/X || 3 || 0.6395009160041809 || 3 || 4.022044658660889
157 || (X*X)/X || 0 || 0.23759710788726807 || 2 || 3.948540687561035
158 || ((C/C)*X)/X || 0 || 0.3058854043483734 || 3 || 3.9751341342926025
160 || ((C/C)/X)/X || 1 || 0.41245827078819275 || 3 || 3.9420080184936523
162 || (X/X)/X || 1 || 0.38322511315345764 || 2 || 3.9808175563812256
163 || ((C/C)/X)/X || 0 || 0.278584748506546 || 3 || 4.06337308883667
189 || (X/X)/X || 25 || 1.9552584886550903 || 2 || 4.0251617431640625
190 || X^X/X || 0 || 0.26981890201568604 || 2 || 4.465521812438965
191 || (C/C)^C/X || 0 || 0.3226931393146515 || 3 || 4.532003879547119
192 || X^2/X || 0 || 0.307921826839447 || 2 || 4.492116451263428
194 || X^X/X || 1 || 0.48161402344703674 || 2 || 4.5160746574401855
195 || sin(X)/X || 0 || 0.22758616507053375 || 2 || 4.58705472946167
196 || (X/C)/X || 0 || 0.2763865888118744 || 2 || 4.589845657348633
197 || (X/X)/X || 0 || 0.37664955854415894 || 2 || 4.635986328125
198 || (X/C)/X || 0 || 0.26745718717575073 || 2 || 4.546864986419678
200 || (X/X)*X || 1 || 0.34110984206199646 || 2 || 4.542735576629639
204 || (X/C)*X || 3 || 0.6302492022514343 || 2 || 4.492448806762695
210 || (X/X)*X || 5 || 0.6400145888328552 || 2 || 4.66296911239624
212 || (X+X)*X || 1 || 0.4718884825706482 || 2 || 4.611000061035156
213 || (X+X)*C^C || 0 || 0.28351619839668274 || 3 || 4.636076927185059
214 || (X+X)/X || 0 || 0.2716684341430664 || 2 || 4.557119846343994
216 || sin(X)*C^C || 1 || 0.3894396424293518 || 3 || 4.555216312408447
224 || sin(X)*X || 7 || 0.8198327422142029 || 2 || 4.466607093811035
227 || sin(X)/X || 2 || 0.5364901423454285 || 2 || 4.654453277587891
230 || X^5/X || 2 || 0.4408579468727112 || 2 || 4.620586395263672
231 || sin(X)/X || 0 || 0.3150445520877838 || 2 || 4.626415729522705
233 || X^5/X || 1 || 0.31703266501426697 || 2 || 4.609251022338867
238 || sin(X)/X || 4 || 0.5784306526184082 || 2 || 4.6632609367370605
241 || sin(X)*X || 2 || 0.5455598831176758 || 2 || 4.697363376617432
243 || sin(X)/X || 1 || 0.35249415040016174 || 2 || 4.565537929534912
244 || sin(X)*X || 0 || 0.3198819160461426 || 2 || 4.618044853210449
247 || sin(X)/X || 2 || 0.444938600063324 || 2 || 4.655476093292236
255 || sin(X)*X || 7 || 0.6835564374923706 || 2 || 4.572347640991211
257 || X*X || 1 || 0.3680884838104248 || 1 || 4.624350547790527
259 || sin(X)*X || 1 || 0.3132575750350952 || 2 || 4.583200931549072
263 || X*X || 3 || 0.5175010561943054 || 1 || 4.550558090209961
267 || X*(C+C) || 3 || 0.5159122347831726 || 2 || 4.673125267028809
273 || X*(X+C) || 5 || 0.6947081089019775 || 2 || 4.79321813583374
275 || (X/X)/(C-C) || 1 || 0.48354142904281616 || 3 || 4.575221061706543
276 || (X/X)/(X-C) || 0 || 0.26867368817329407 || 3 || 4.64454460144043
278 || X/(X-X) || 1 || 0.4502100348472595 || 2 || 4.708493232727051
279 || (X/X)/(X-C) || 0 || 0.27000731229782104 || 3 || 4.688788414001465
280 || sin(X)*(X-X) || 0 || 0.2892560064792633 || 3 || 4.7654218673706055
282 || (X/X)*X || 1 || 0.369136780500412 || 2 || 4.711601257324219
283 || (X/X)*(X+C) || 0 || 0.26620784401893616 || 3 || 4.762912273406982
284 || sin(X)*(X+C) || 0 || 0.2929867208003998 || 3 || 4.842964172363281
285 || X*(X+C) || 0 || 0.24369221925735474 || 2 || 4.913880825042725
288 || X*X^C || 2 || 0.33568188548088074 || 2 || 4.9105072021484375
290 || (X/X)*X^C || 1 || 0.39869895577430725 || 3 || 4.936166286468506
291 || (X/X)*X^X || 0 || 0.2652164399623871 || 3 || 4.9022064208984375
294 || (X/X)*X^C || 2 || 0.46750712394714355 || 3 || 4.8915324211120605
298 || (X/X)*X^X || 3 || 0.531162440776825 || 3 || 4.829720973968506
299 || (X/X)/X^X || 0 || 0.3077186346054077 || 3 || 4.926764011383057
302 || sin(X)-X^X || 2 || 0.448383629322052 || 3 || 4.926807403564453
303 || sin(X)*X^X || 0 || 0.25027573108673096 || 3 || 4.918864727020264
305 || sin(X)*X^C || 1 || 0.47021758556365967 || 3 || 4.866572380065918
306 || sin(X)-X^X || 0 || 0.24849651753902435 || 3 || 4.71836519241333
307 || sin(X)-X^C || 0 || 0.2733277380466461 || 3 || 4.734961032867432
308 || sin(X)/X^X || 0 || 0.23603907227516174 || 3 || 4.700019836425781
309 || sin(X)/(X-X) || 0 || 0.32098421454429626 || 3 || 4.692071914672852
312 || sin(X)/(X-C) || 2 || 0.5866049528121948 || 3 || 4.7563395500183105
313 || sin(X)/X || 0 || 0.326179563999176 || 2 || 4.933513164520264
317 || sin(X)/(X-C) || 3 || 0.6869651079177856 || 3 || 4.967182636260986
319 || sin(X)/X^C || 1 || 0.4024898409843445 || 3 || 4.802951812744141
320 || sin(X)/X^X || 0 || 0.29918527603149414 || 3 || 4.855737686157227
321 || sin(X)/(X-X) || 0 || 0.23097817599773407 || 3 || 4.918475151062012
343 || sin(X)/cos(X) || 21 || 1.352799654006958 || 3 || 4.931548118591309
345 || sin(X)/X^2 || 1 || 0.4617488384246826 || 3 || 5.31842565536499
347 || sin(X)/C^2 || 1 || 0.3922056257724762 || 3 || 5.424646377563477
348 || sin(X)/cos(C) || 0 || 0.2594713866710663 || 3 || 5.475312232971191
353 || sin(X)/C^X || 4 || 0.7684550881385803 || 3 || 5.442737102508545
354 || sin(X)/C^2 || 0 || 0.28067904710769653 || 3 || 5.612857818603516
355 || sin(X)-C^X || 0 || 0.2820490002632141 || 3 || 5.638993740081787
357 || sin(X)/C^2 || 1 || 0.31565022468566895 || 3 || 5.688339710235596
358 || sin(X)-C^2 || 0 || 0.2036043256521225 || 3 || 5.577490329742432
360 || sin(X)/C^2 || 1 || 0.3982897102832794 || 3 || 5.609670639038086
361 || sin(X)*C^2 || 0 || 0.26044994592666626 || 3 || 5.584910869598389
362 || sin(X)/C^2 || 0 || 0.30635499954223633 || 3 || 5.569091796875
370 || sin(X)*cos(C) || 7 || 0.8320227265357971 || 3 || 5.59084415435791
371 || sin(X)*X || 0 || 0.3432137370109558 || 2 || 5.436075210571289
372 || sin(X)*cos(C) || 0 || 0.3003027141094208 || 3 || 5.520054340362549
383 || sin(X)*X || 10 || 1.0001317262649536 || 2 || 5.484895706176758
386 || sin(X)-X || 2 || 0.633693277835846 || 2 || 5.720946788787842
387 || sin(X)-cos(C) || 0 || 0.30103349685668945 || 3 || 5.793268203735352
400 || X^5-cos(C) || 12 || 0.9471459984779358 || 3 || 5.845049858093262
401 || sin(X)-cos(C) || 0 || 0.23651644587516785 || 3 || 5.9350433349609375
402 || sin(X)-C/X || 0 || 0.26752737164497375 || 3 || 5.986671447753906
404 || X^5-C/C || 1 || 0.431556761264801 || 3 || 6.062442302703857
405 || X-X/C || 0 || 0.30469757318496704 || 2 || 6.135289669036865
406 || X-X*C || 0 || 0.29098305106163025 || 2 || 6.146036624908447
407 || X-X*X || 0 || 0.3128921389579773 || 2 || 6.133600234985352
408 || X-X/X || 0 || 0.2591247260570526 || 2 || 6.099480152130127
409 || X-X*X || 0 || 0.24942754209041595 || 2 || 6.1889190673828125
412 || X-X/X || 2 || 0.5085787177085876 || 2 || 6.193460464477539
414 || X-X*X || 1 || 0.4525439441204071 || 2 || 6.212220191955566
415 || X-X/X || 0 || 0.25908204913139343 || 2 || 6.306859970092773
435 || X-X*X || 19 || 0.9992840886116028 || 2 || 6.333270072937012
436 || X-C*X || 0 || 0.350725382566452 || 2 || 6.304903984069824
441 || X-X*X || 4 || 0.6565760970115662 || 2 || 6.4702630043029785
442 || X-C*X || 0 || 0.32906633615493774 || 2 || 6.405909538269043
446 || X-X*X || 3 || 0.509748637676239 || 2 || 6.399817943572998
448 || X-(C*X)*X || 1 || 0.41181984543800354 || 3 || 6.358193397521973
450 || X-X*X || 1 || 0.4292145073413849 || 2 || 6.341118812561035
451 || X-X/X || 0 || 0.29160547256469727 || 2 || 6.325150489807129
458 || X-(C*X)/X || 6 || 0.7728034853935242 || 3 || 6.294848918914795
459 || X-(C*X-X) || 0 || 0.2746143043041229 || 3 || 6.599865913391113
460 || X-(C*X)/X || 0 || 0.2683626413345337 || 3 || 6.525346279144287
464 || X-(C*C)/X || 3 || 0.43019899725914 || 3 || 6.518370151519775
469 || X-(C/X-X) || 4 || 0.6440348625183105 || 3 || 6.572378635406494
471 || X-(X/C-X) || 1 || 0.485191285610199 || 3 || 6.482609748840332
472 || X-(X/X-X) || 0 || 0.3116722106933594 || 3 || 6.594867706298828
473 || X-(C/X)/X || 0 || 0.2792072296142578 || 3 || 6.576984882354736
475 || X-(C/X-X) || 1 || 0.417323499917984 || 3 || 6.504431247711182
476 || X*(C/C-X) || 0 || 0.34004151821136475 || 3 || 6.428516864776611
480 || X*(X/X-X) || 3 || 0.56172776222229 || 3 || 6.3413310050964355
481 || X*(X/C-X) || 0 || 0.3096620440483093 || 3 || 6.081003665924072
482 || X*(X/X-X) || 0 || 0.24403910338878632 || 3 || 6.05728816986084
483 || X*(C/X-X) || 0 || 0.25083792209625244 || 3 || 6.025487899780273
484 || X/(C/X-X) || 0 || 0.3145770728588104 || 3 || 5.972256183624268
486 || X*(C/C-X) || 1 || 0.36668840050697327 || 3 || 5.894723892211914
487 || X/(C/C-X) || 0 || 0.2778017520904541 || 3 || 5.882834434509277
489 || X-(C/C-X) || 1 || 0.40187501907348633 || 3 || 5.88375997543335
490 || X-X/X || 0 || 0.26031649112701416 || 2 || 5.852183818817139
491 || C^5-X/X || 0 || 0.30435270071029663 || 3 || 5.774848461151123
492 || X-X/X || 0 || 0.3173661231994629 || 2 || 5.771546363830566
494 || X^5-X/X || 1 || 0.3266192376613617 || 3 || 5.775845527648926
496 || X^5-C/X || 1 || 0.4102686047554016 || 3 || 5.689218521118164
497 || X^5-(C-X) || 0 || 0.33932071924209595 || 3 || 5.771940231323242
501 || X^5-C/X || 3 || 0.5808658599853516 || 3 || 5.682850360870361
502 || X^5-C*X || 0 || 0.24683429300785065 || 3 || 5.702727794647217
503 || X^5+C*X || 0 || 0.27676764130592346 || 3 || 5.6059088706970215
505 || X^5+X*X || 1 || 0.4014717638492584 || 3 || 5.6381402015686035
506 || X^5-X*X || 0 || 0.264164537191391 || 3 || 5.689726829528809
507 || X^5/(X*X) || 0 || 0.2752559781074524 || 3 || 5.70588493347168
516 || X^5+C*X || 8 || 0.8788348436355591 || 3 || 5.7170634269714355
517 || X^2+C*X || 0 || 0.2582169771194458 || 3 || 5.622117042541504
527 || X^5+C*X || 9 || 0.9367809891700745 || 3 || 5.641761779785156
534 || X^2+C*X || 6 || 0.7515274882316589 || 3 || 5.66943359375
535 || X^2+X*X || 0 || 0.2943054139614105 || 3 || 5.476187229156494
536 || X^2+(X-X) || 0 || 0.30936452746391296 || 3 || 5.462168216705322
545 || X^2+X*X || 8 || 0.9572142958641052 || 3 || 5.5324273109436035
546 || X^2+X*C || 0 || 0.2828395366668701 || 3 || 5.7123565673828125
547 || X^2+X*X || 0 || 0.22707949578762054 || 3 || 5.727615833282471
548 || X^5+X*X || 0 || 0.228181853890419 || 3 || 5.722990036010742
551 || X^2+X*X || 2 || 0.42486074566841125 || 3 || 5.7618584632873535
553 || X^2+X*C || 1 || 0.44616469740867615 || 3 || 5.81389856338501
554 || X^2+(C/C)*X || 0 || 0.2565169334411621 || 4 || 5.786330699920654
555 || X^2+(C/C)*C || 0 || 0.3172471225261688 || 4 || 5.775318622589111
557 || X^2+(C*C)*X || 1 || 0.40667998790740967 || 4 || 5.7688212394714355
558 || X^5+(C*C)*X || 0 || 0.2524489462375641 || 4 || 5.860226154327393
559 || X^2+(C*C)*C || 0 || 0.25196078419685364 || 4 || 5.928159236907959
561 || X^5+(C*C)*C || 1 || 0.4238928258419037 || 4 || 5.899934768676758
562 || X^5+(C/C)*C || 0 || 0.2819073796272278 || 4 || 5.881452560424805
565 || X^5+X*C || 2 || 0.37529176473617554 || 3 || 5.9074320793151855
567 || X^2+X*C || 1 || 0.41824379563331604 || 3 || 5.984862804412842
568 || X^5+X*C || 0 || 0.32850754261016846 || 3 || 6.095038890838623
569 || X^2+(C/C)*C || 0 || 0.3300313651561737 || 4 || 6.112154960632324
571 || X^2+X*C || 1 || 0.31361615657806396 || 3 || 6.182286262512207
572 || X^2+(C/C)*C || 0 || 0.29877856373786926 || 4 || 6.073544979095459
574 || X^2+X*C || 1 || 0.3689245879650116 || 3 || 6.017261505126953
577 || X^5+X*C || 2 || 0.4401107430458069 || 3 || 6.034056663513184
578 || X^5+(C*C)*C || 0 || 0.2747010588645935 || 4 || 6.175661087036133
579 || X^5+X*C || 0 || 0.283303439617157 || 3 || 6.237482070922852
581 || X^2+(C*C)*C || 1 || 0.5329559445381165 || 4 || 6.298659324645996
583 || X^2+(C*C)/C || 1 || 0.3841073215007782 || 4 || 6.34668493270874
587 || X^2+(C*C)*C || 3 || 0.525779664516449 || 4 || 6.322239398956299
589 || X^2+X*C || 1 || 0.41365209221839905 || 3 || 6.240807056427002
590 || X^2+(X-C) || 0 || 0.27704083919525146 || 3 || 6.364710807800293
593 || X^2+X*C || 2 || 0.5388681888580322 || 3 || 6.42370080947876
594 || X^4+X*C || 0 || 0.28834155201911926 || 3 || 6.44403600692749
