Step || Expression || Steps without change || Change Distance|| Complexity || Norm
4 || X/X-X || 4 || 0.5627236366271973 || 2 || 0.0
5 || X/X+X || 0 || 0.26036345958709717 || 2 || 0.5627236366271973
7 || (C/C-X)+X || 1 || 0.4296315908432007 || 3 || 0.6401369571685791
8 || (C/C)/X+X || 0 || 0.32935646176338196 || 3 || 0.784323513507843
12 || X/C-X || 3 || 0.6268748044967651 || 2 || 0.8191683888435364
14 || (C/X)/C-X || 1 || 0.40206262469291687 || 3 || 0.9588122367858887
18 || (C/X+C)-X || 3 || 0.4207879900932312 || 3 || 0.9763840436935425
19 || (C/X-C)-X || 0 || 0.2760432958602905 || 3 || 1.0139248371124268
20 || (C/X)/C-X || 0 || 0.25675785541534424 || 3 || 1.0228252410888672
27 || X/C-X || 6 || 0.6688396334648132 || 2 || 1.1080591678619385
28 || (C/X)/C-X || 0 || 0.296896368265152 || 3 || 1.2758314609527588
31 || (C/X+C)-X || 2 || 0.5423402190208435 || 3 || 1.3804101943969727
32 || (C/C+C)-X || 0 || 0.2777850329875946 || 3 || 1.4458290338516235
34 || (C/X+C)-X || 1 || 0.45750293135643005 || 3 || 1.409448504447937
36 || (C/C)/C-X || 1 || 0.42321017384529114 || 3 || 1.3120545148849487
37 || (X/X)/C-X || 0 || 0.29525476694107056 || 3 || 1.532678484916687
39 || (C/X)/C-X || 1 || 0.4202791452407837 || 3 || 1.5006568431854248
40 || (X/X+C)-X || 0 || 0.25446537137031555 || 3 || 1.480974555015564
41 || (X/C+C)-X || 0 || 0.3565598130226135 || 3 || 1.5185405015945435
42 || (C/C+C)-X || 0 || 0.27387291193008423 || 3 || 1.5950311422348022
48 || (X/C)/C-X || 5 || 0.5965771675109863 || 3 || 1.6514919996261597
54 || (X/C+C)-X || 5 || 0.6707679629325867 || 3 || 1.8450369834899902
59 || (X/C)/C-X || 4 || 0.6605290770530701 || 3 || 1.9867818355560303
60 || (X+C)/C-X || 0 || 0.3451484441757202 || 3 || 2.0565717220306396
61 || ((X+C)+C)-X || 0 || 0.2377055585384369 || 3 || 2.0813393592834473
62 || ((X+X)+C)-X || 0 || 0.28510016202926636 || 3 || 2.085547924041748
70 || (X+X)/C-X || 7 || 0.8427451252937317 || 3 || 2.1133880615234375
75 || (X+C)/C-X || 4 || 0.4515051245689392 || 3 || 2.444823980331421
76 || (X+X)/C-X || 0 || 0.2720441222190857 || 3 || 2.430849552154541
79 || (X+C)/C-X || 2 || 0.4152471125125885 || 3 || 2.390085220336914
81 || ((X+C)+C)-X || 1 || 0.3637613356113434 || 3 || 2.438817262649536
84 || (X+X)/C-X || 2 || 0.32180213928222656 || 3 || 2.39530873298645
85 || (X+C)/C-X || 0 || 0.28216132521629333 || 3 || 2.3785815238952637
87 || ((X+C)+C)-X || 1 || 0.37611350417137146 || 3 || 2.4173927307128906
