Step || Expression || Steps without change || Change Distance|| Complexity || Norm
0 || X/X-X || 0 || 0.320711612701416 || 2 || 0.0
1 || (C/C)/X-X || 0 || 0.23003144562244415 || 3 || 0.320711612701416
2 || X/X-X || 0 || 0.27992838621139526 || 2 || 0.42058125138282776
4 || (C/C)/X-X || 1 || 0.4466469883918762 || 3 || 0.5146174430847168
5 || (C/C)/X+X || 0 || 0.26194658875465393 || 3 || 0.6600908041000366
6 || (C/C)/X-X || 0 || 0.2261565625667572 || 3 || 0.7084461450576782
7 || (C/C)/C-X || 0 || 0.2358437031507492 || 3 || 0.6969306468963623
12 || (C/C)/X-X || 4 || 0.6809554696083069 || 3 || 0.7341623306274414
13 || (X/C)/X-X || 0 || 0.3155704736709595 || 3 || 1.0650429725646973
14 || (X/C)/C-X || 0 || 0.3361058235168457 || 3 || 1.123199701309204
15 || X^C/C-X || 0 || 0.2969869375228882 || 3 || 1.1456692218780518
16 || (X/C)/X-X || 0 || 0.3425489366054535 || 3 || 1.067911982536316
18 || X^C/C-X || 1 || 0.4731317460536957 || 3 || 1.1792775392532349
19 || C^C/X-X || 0 || 0.2804746925830841 || 3 || 1.278021216392517
22 || X^C/C-X || 2 || 0.4963761270046234 || 3 || 1.3231772184371948
24 || C^C/C-X || 1 || 0.39301586151123047 || 3 || 1.5596479177474976
26 || X^C/C-X || 1 || 0.47547274827957153 || 3 || 1.5421503782272339
27 || X^2/C-X || 0 || 0.29800260066986084 || 3 || 1.6886627674102783
28 || X^C/C-X || 0 || 0.32053476572036743 || 3 || 1.7171696424484253
29 || X^X/C-X || 0 || 0.25491583347320557 || 3 || 1.827324628829956
31 || X^C/C-X || 1 || 0.4532218873500824 || 3 || 1.8653686046600342
32 || (X-C)/C-X || 0 || 0.30120036005973816 || 3 || 2.024897813796997
33 || (X/C)/C-X || 0 || 0.33901792764663696 || 3 || 2.1020333766937256
35 || X^C/C-X || 1 || 0.4307866096496582 || 3 || 2.0019609928131104
36 || (X/C)/C-X || 0 || 0.25159385800361633 || 3 || 2.153001546859741
37 || X^C/C-X || 0 || 0.3361986577510834 || 3 || 2.1856019496917725
39 || cos(X)/C-X || 1 || 0.42738431692123413 || 3 || 2.251563787460327
42 || X^C/C-X || 2 || 0.4808465838432312 || 3 || 2.2742691040039062
43 || cos(X)/C-X || 0 || 0.2654333710670471 || 3 || 2.386887788772583
44 || X^C/C-X || 0 || 0.27566996216773987 || 3 || 2.4244627952575684
47 || cos(X)/C-X || 2 || 0.5334555506706238 || 3 || 2.467599391937256
