Step || Expression || Steps without change || Change Distance|| Complexity || Norm
8 || X/X-X || 8 || 0.8487224578857422 || 2 || 0.0
9 || X/X+X || 0 || 0.2049422711133957 || 2 || 0.8487224578857422
10 || X/X-X || 0 || 0.23400281369686127 || 2 || 0.8821232318878174
12 || X/X+X || 1 || 0.4161164164543152 || 2 || 0.9176989793777466
13 || X*X+X || 0 || 0.24685731530189514 || 2 || 1.1147494316101074
14 || X/X-X || 0 || 0.2904801666736603 || 2 || 1.1973540782928467
16 || X/X+X || 1 || 0.4541645050048828 || 2 || 1.1806570291519165
46 || X/X-X || 29 || 1.623572587966919 || 2 || 1.1269103288650513
47 || X/X+X || 0 || 0.2969180643558502 || 2 || 1.9596198797225952
48 || X/X-X || 0 || 0.3014407455921173 || 2 || 1.9825342893600464
49 || X*X-X || 0 || 0.272335410118103 || 2 || 1.98287034034729
50 || X*X+X || 0 || 0.23385590314865112 || 2 || 1.9736233949661255
51 || X*X-X || 0 || 0.2143941968679428 || 2 || 2.047686815261841
52 || X/cos(C)-X || 0 || 0.3426814079284668 || 3 || 2.0683321952819824
53 || X*X-C || 0 || 0.32566407322883606 || 2 || 2.0593392848968506
54 || X*cos(C)-X || 0 || 0.2981020510196686 || 3 || 2.1023573875427246
56 || X*cos(C)-C || 1 || 0.4336773157119751 || 3 || 2.1555635929107666
59 || X/cos(C)-X || 2 || 0.4790820777416229 || 3 || 2.2921833992004395
60 || X*cos(C)-X || 0 || 0.26390108466148376 || 3 || 2.402986764907837
61 || X*cos(X)-X || 0 || 0.29058587551116943 || 3 || 2.4439263343811035
62 || X*cos(C)-X || 0 || 0.33850008249282837 || 3 || 2.510439157485962
64 || X*cos(X)-X || 1 || 0.30974629521369934 || 3 || 2.604846239089966
65 || X*cos(C)-X || 0 || 0.27825888991355896 || 3 || 2.542921781539917
78 || X*cos(X)-X || 12 || 1.1606415510177612 || 3 || 2.5369744300842285
79 || X*cos(X)-C || 0 || 0.3084433674812317 || 3 || 2.661757469177246
82 || X*cos(X)-X || 2 || 0.4829801619052887 || 3 || 2.6905057430267334
83 || X*cos(C+C)-X || 0 || 0.23707793653011322 || 4 || 2.765496253967285
85 || X*cos(X)-X || 1 || 0.4710242748260498 || 3 || 2.7563605308532715
86 || X*cos(C+C)-X || 0 || 0.2479458749294281 || 4 || 2.9193427562713623
87 || X*cos(X)-X || 0 || 0.34302186965942383 || 3 || 2.8961453437805176
90 || C*cos(X)-X || 2 || 0.46456053853034973 || 3 || 2.9425089359283447
96 || X*cos(X)-C || 5 || 0.8077582120895386 || 3 || 2.9056456089019775
98 || X*cos(C+C)-C || 1 || 0.3537241816520691 || 4 || 3.0590662956237793
99 || X*cos(X)-C || 0 || 0.2513594627380371 || 3 || 3.0173254013061523
