0 || 0 || 108041940739.12926 || (X/X)/X+X
1 || 2 || 108014073664.00897 || ((X/X)*X)*X+X
2 || 4 || 107797515377.97105 || (X*X)*X-X
3 || 5 || 1281057157.0379407 || X^5*X-X
4 || 14 || 1280336509.6340191 || X^5*X+X
5 || 83 || 948897995.7239417 || X^5*X+exp(X)
6 || 98 || 948897995.7239417 || (X*X)^3+exp(X)
7 || 231 || 948897995.7239417 || X^5*X+exp(X)
8 || 302 || 948897995.7239417 || (X*X)^3+exp(X)
9 || 326 || 948897995.7239417 || X^5*X+exp(X)
10 || 533 || 948897995.7239417 || ((X+X)-X)^5*X+exp(X)
11 || 1992 || 948897995.7239417 || X^5*X+exp(X)
12 || 3111 || 948897995.7239417 || (X*X)^3+exp(X)
13 || 3205 || 948897995.7239417 || X^5*X+exp(X)
14 || 3399 || 948897995.7239417 || (X*X)^3+exp(X)
15 || 3413 || 948897995.7239417 || X^5*X+exp(X)
16 || 3669 || 948897995.7239417 || (X*X)^3+exp(X)
17 || 3734 || 948897995.7239417 || X^5*X+exp(X)
18 || 3779 || 948897995.7239417 || X^3*X^3+exp(X)
19 || 3824 || 948897995.7239417 || X^5*X+exp(X)
20 || 3873 || 948897995.7239417 || (X^3/X)^3+exp(X)
21 || 3919 || 948897995.7239417 || (X*X)^3+exp(X*(X/X)^3)
22 || 3960 || 948897995.7239417 || (X*X)^3+exp(X)
23 || 4038 || 15727087.43774058 || (X*X)^3+X^5
24 || 4808 || 15727087.43774058 || (X*X)^3+(X*(X/X)^3)^5
25 || 4822 || 15727087.43774058 || (X*X)^3+X^5
26 || 5069 || 15727087.43774058 || (X*X)^3+(X*(X/X)^3)^5
27 || 5086 || 15727087.43774058 || (X*X)^3+X^5
28 || 5129 || 15727087.43774058 || (X*X)^3+(X*(X/X)^3)^5
29 || 5134 || 15727087.43774058 || (X*X)^3+X^5
30 || 5408 || 15727087.43774058 || (X*X)^3+(X/(X/X)^3)^5
31 || 5418 || 15727087.43774058 || (X*X)^3+X^5
