Step || Expression || Steps without change || Change Distance|| Complexity || Norm
7 || X/X-X || 7 || 0.7018608450889587 || 2 || 0.0
8 || X/X+X || 0 || 0.3308503329753876 || 2 || 0.7018608450889587
9 || X/C-X || 0 || 0.3162117004394531 || 2 || 0.7135388255119324
12 || X/X+X || 2 || 0.5748637914657593 || 2 || 0.7654622197151184
14 || (X-X)+X || 1 || 0.46110954880714417 || 2 || 0.9523472189903259
15 || (C/C-X)+X || 0 || 0.2987232208251953 || 3 || 1.0573197603225708
17 || (C/C-X)/X || 1 || 0.4982907176017761 || 3 || 1.1285243034362793
23 || (C/C-X)+X || 5 || 0.8329778909683228 || 3 || 1.139507532119751
24 || (C/C)^X+X || 0 || 0.29539743065834045 || 3 || 1.294347882270813
26 || (C/C-X)+X || 1 || 0.42152097821235657 || 3 || 1.3627065420150757
27 || (X/C-X)+C || 0 || 0.27135124802589417 || 3 || 1.3598922491073608
30 || (X/C-X)+X || 2 || 0.39224106073379517 || 3 || 1.4183586835861206
31 || (X/C-C)+C || 0 || 0.29671239852905273 || 3 || 1.6018617153167725
34 || (X/C)^C+C || 2 || 0.5107752084732056 || 3 || 1.6403379440307617
35 || (X+X)^C+C || 0 || 0.23882904648780823 || 3 || 1.7988641262054443
36 || (X+C)^C+C || 0 || 0.30437615513801575 || 3 || 1.8595407009124756
37 || (X-X)^C+C || 0 || 0.3228856325149536 || 3 || 1.8450850248336792
38 || (X/X)^X+C || 0 || 0.2785792648792267 || 3 || 1.9131664037704468
39 || (X/C)^X+C || 0 || 0.296495258808136 || 3 || 1.9389005899429321
42 || (X+X)^X+X || 2 || 0.46885013580322266 || 3 || 2.011800765991211
43 || (X+C)^X+X || 0 || 0.2240292727947235 || 3 || 1.9443984031677246
44 || ((X+X)+X)+X || 0 || 0.24606837332248688 || 3 || 2.0242581367492676
45 || (X+X)^X+X || 0 || 0.2695769667625427 || 3 || 2.0947465896606445
46 || ((X+X)+X)+X || 0 || 0.26561567187309265 || 3 || 2.1479175090789795
47 || ((X+C)+X)/X || 0 || 0.20963101089000702 || 3 || 2.1523327827453613
49 || ((X+X)+X)/X || 1 || 0.373904824256897 || 3 || 2.1596133708953857
52 || ((X+X)-X)/X || 2 || 0.3904326856136322 || 3 || 2.2083849906921387
54 || ((X+X)+X)/X || 1 || 0.3497532606124878 || 3 || 2.169285774230957
55 || (X/X+X)+X || 0 || 0.2603875696659088 || 3 || 2.1869680881500244
56 || ((X+X)+X)+X || 0 || 0.2864116430282593 || 3 || 2.2851779460906982
57 || (X/X+X)+C || 0 || 0.24910229444503784 || 3 || 2.3786823749542236
58 || (X/X+C)+X || 0 || 0.2517114579677582 || 3 || 2.355579376220703
62 || (X/X+C)+C || 3 || 0.6527572274208069 || 3 || 2.3135273456573486
63 || (C/X+X)+C || 0 || 0.3479003310203552 || 3 || 2.394883394241333
65 || (C/X)/X+C || 1 || 0.398613840341568 || 3 || 2.386786937713623
67 || (C/X)/C+C || 1 || 0.36691293120384216 || 3 || 2.4552385807037354
69 || (X/X)/C+C || 1 || 0.4060406982898712 || 3 || 2.4680991172790527
71 || (X/X-C)+C || 1 || 0.41543757915496826 || 3 || 2.463268756866455
74 || (X/X)/C+C || 2 || 0.3407808244228363 || 3 || 2.5383636951446533
75 || (X/C-C)+C || 0 || 0.24853172898292542 || 3 || 2.624413251876831
77 || (X/X)/C+C || 1 || 0.42261189222335815 || 3 || 2.6104841232299805
81 || (X/C-C)+C || 3 || 0.6684792637825012 || 3 || 2.620068311691284
82 || (C/C-C)+C || 0 || 0.2666143774986267 || 3 || 2.690459966659546
83 || (C/C)/C+C || 0 || 0.2650092542171478 || 3 || 2.664689779281616
86 || (C/C-C)+C || 2 || 0.43554142117500305 || 3 || 2.6678807735443115
87 || (C/X-C)+C || 0 || 0.28078946471214294 || 3 || 2.7280333042144775
88 || (X/X-C)+C || 0 || 0.3138520419597626 || 3 || 2.7201485633850098
89 || (C/X-C)+C || 0 || 0.276568740606308 || 3 || 2.7707974910736084
90 || (C/X)^C+C || 0 || 0.3136071264743805 || 3 || 2.822028636932373
95 || (X/X)^C+C || 4 || 0.6902834177017212 || 3 || 2.7718732357025146
97 || (C/X)^C+C || 1 || 0.3949558138847351 || 3 || 2.7499654293060303
98 || (X/X)^C+C || 0 || 0.2742612659931183 || 3 || 2.7230043411254883
100 || (C/X)^C+C || 1 || 0.3560316860675812 || 3 || 2.703695297241211
105 || (C/X)^C+X || 4 || 0.6052058935165405 || 3 || 2.622363805770874
107 || (X/X)^C+X || 1 || 0.40148666501045227 || 3 || 2.599987506866455
108 || (C/X)^C+X || 0 || 0.2709149420261383 || 3 || 2.6025938987731934
111 || (X/X)^C+X || 2 || 0.5058071613311768 || 3 || 2.6763343811035156
114 || (X/X+C)+X || 2 || 0.46722912788391113 || 3 || 2.711374521255493
116 || (X/X+X)+C || 1 || 0.4422983229160309 || 3 || 2.6727445125579834
117 || (X/X+X)+X || 0 || 0.32305362820625305 || 3 || 2.4411303997039795
119 || (X/X)/X+X || 1 || 0.32658717036247253 || 3 || 2.4616260528564453
120 || (X/X+X)+X || 0 || 0.2640862464904785 || 3 || 2.4025871753692627
124 || (X*X+X)+X || 3 || 0.7522898316383362 || 3 || 2.437709093093872
125 || (X*X+C)+X || 0 || 0.2669011950492859 || 3 || 2.6325128078460693
126 || (X*X-X)+X || 0 || 0.2874322235584259 || 3 || 2.6543617248535156
127 || (X*X+C)+X || 0 || 0.25192782282829285 || 3 || 2.691511392593384
128 || (X*X)/C+X || 0 || 0.2901442348957062 || 3 || 2.7174534797668457
129 || (X/X-C)+X || 0 || 0.27643927931785583 || 3 || 2.666940450668335
130 || (C/X-X)+X || 0 || 0.2386481761932373 || 3 || 2.7430098056793213
131 || (C/X-C)+X || 0 || 0.30285778641700745 || 3 || 2.806302309036255
