Step || Expression || Steps without change || Change Distance|| Complexity || Norm
451 || exp(X^2)-X || 2 || 0.43884140253067017 || 3 || 5.7101006507873535
462 || cos(X^2)-X || 10 || 0.7761853337287903 || 3 || 5.730567932128906
467 || X^2*C-X || 4 || 0.7048843502998352 || 3 || 5.707503795623779
469 || cos(X^2)-X || 1 || 0.45542892813682556 || 3 || 5.8144025802612305
470 || cos(X^2)/X || 0 || 0.281192421913147 || 3 || 5.825563907623291
471 || cos(cos(X))/X || 0 || 0.25407543778419495 || 3 || 5.810259819030762
473 || cos(X^2)/X || 1 || 0.328750878572464 || 3 || 5.865413188934326
474 || (cos(X)*C)/X || 0 || 0.28500762581825256 || 3 || 5.888990879058838
475 || cos(cos(X))/X || 0 || 0.27473869919776917 || 3 || 5.905521869659424
476 || cos(X^2)/X || 0 || 0.30407580733299255 || 3 || 5.943718910217285
479 || cos(cos(X))/X || 2 || 0.53919917345047 || 3 || 5.888518810272217
483 || cos(cos(X))-X || 3 || 0.5578814148902893 || 3 || 5.7435455322265625
486 || cos(X)*C-C || 2 || 0.549933671951294 || 3 || 5.688814163208008
487 || (cos(X)*C)/C || 0 || 0.3121027946472168 || 3 || 5.821805000305176
489 || cos(cos(X))*X || 1 || 0.43606817722320557 || 3 || 5.782126426696777
490 || (cos(X)*C)*C || 0 || 0.2792331874370575 || 3 || 5.8467698097229
491 || cos(cos(X))*C || 0 || 0.22108091413974762 || 3 || 5.7789082527160645
492 || (cos(X)*C)*C || 0 || 0.24634936451911926 || 3 || 5.702779293060303
493 || cos(cos(X))-C || 0 || 0.28918135166168213 || 3 || 5.700942516326904
494 || cos(cos(X))*X || 0 || 0.22262318432331085 || 3 || 5.720590591430664
497 || cos(cos(X))-X || 2 || 0.4436379075050354 || 3 || 5.732761383056641
499 || cos(cos(X))*X || 1 || 0.45453116297721863 || 3 || 5.647281646728516
500 || cos(cos(X))-X || 0 || 0.2971426248550415 || 3 || 5.655472755432129
503 || cos(X)*C-X || 2 || 0.40863803029060364 || 3 || 5.652595043182373
504 || (cos(X)*C)/X || 0 || 0.23937271535396576 || 3 || 5.692955493927002
506 || cos(X)*C-X || 1 || 0.4299243688583374 || 3 || 5.796682357788086
509 || cos(cos(X))-X || 2 || 0.5942763090133667 || 3 || 5.744933605194092
512 || cos(cos(X))/X || 2 || 0.3940182328224182 || 3 || 5.655419826507568
513 || cos(cos(X))-X || 0 || 0.33099088072776794 || 3 || 5.578342914581299
517 || cos(cos(X))+X || 3 || 0.6684670448303223 || 3 || 5.565521240234375
518 || cos(cos(X))-X || 0 || 0.29866209626197815 || 3 || 5.545656204223633
522 || cos(cos(X))+X || 3 || 0.5934035181999207 || 3 || 5.511327743530273
525 || cos(X*C)+X || 2 || 0.4788142442703247 || 3 || 5.632269859313965
527 || cos(cos(X))+X || 1 || 0.3348315954208374 || 3 || 5.568119049072266
529 || cos(X*C)+X || 1 || 0.3853123188018799 || 3 || 5.434363842010498
530 || cos(X*X)-X || 0 || 0.31801271438598633 || 3 || 5.4020185470581055
531 || cos(X*X)+X || 0 || 0.26760947704315186 || 3 || 5.447446346282959
532 || cos(X*X)-X || 0 || 0.2693113386631012 || 3 || 5.4451446533203125
533 || cos(cos(X))-X || 0 || 0.33058324456214905 || 3 || 5.550238609313965
534 || cos(X*X)-X || 0 || 0.3106420338153839 || 3 || 5.671375751495361
535 || cos(cos(X))-X || 0 || 0.269204318523407 || 3 || 5.697956562042236
545 || exp(cos(X))-X || 9 || 0.8643719553947449 || 3 || 5.651591777801514
547 || cos(cos(X))-X || 1 || 0.3404603600502014 || 3 || 5.6313252449035645
551 || exp(cos(X))-X || 3 || 0.44927850365638733 || 3 || 5.597517967224121
552 || cos(X*X)-X || 0 || 0.25951382517814636 || 3 || 5.507758617401123
554 || exp(X*X)-X || 1 || 0.37726137042045593 || 3 || 5.539590835571289
569 || cos(X*X)-X || 14 || 0.9430361390113831 || 3 || 5.492860317230225
570 || sqrt(X*X)-X || 0 || 0.33531424403190613 || 3 || 5.4814372062683105
573 || cos(X*X)-X || 2 || 0.3819322884082794 || 3 || 5.543359756469727
578 || cos(cos(X))-X || 4 || 0.6682764291763306 || 3 || 5.570372581481934
580 || cos(X*X)-X || 1 || 0.4399885833263397 || 3 || 5.583547592163086
581 || cos(X*X)-C^3 || 0 || 0.2932578921318054 || 4 || 5.553985595703125
583 || cos(cos(X))*C^3 || 1 || 0.4211668074131012 || 4 || 5.536500453948975
584 || cos(X*X)*C^3 || 0 || 0.2981368899345398 || 4 || 5.584587097167969
586 || cos(cos(X))*X || 1 || 0.4502948522567749 || 3 || 5.618346691131592
587 || cos(X*X)*C^3 || 0 || 0.307831734418869 || 4 || 5.689589500427246
588 || cos(cos(X))*C^3 || 0 || 0.3207480311393738 || 4 || 5.6578192710876465
590 || exp(cos(X))*X || 1 || 0.4951169490814209 || 3 || 5.545034885406494
591 || cos(cos(X))-X || 0 || 0.3537532389163971 || 3 || 5.365329742431641
592 || sqrt(X*X)/X || 0 || 0.2866396903991699 || 3 || 5.392541408538818
594 || sqrt(X*X)-X || 1 || 0.43385201692581177 || 3 || 5.372256278991699
596 || sqrt(cos(X))-X || 1 || 0.4063677489757538 || 3 || 5.344871520996094
598 || sqrt(cos(X))-C^3 || 1 || 0.5586316585540771 || 4 || 5.2826457023620605
599 || sqrt(X*X)-C^3 || 0 || 0.2845020890235901 || 4 || 5.298093795776367
600 || sqrt(cos(X))-C^3 || 0 || 0.31260353326797485 || 4 || 5.338634014129639
601 || sqrt(cos(X))-cos(C) || 0 || 0.2886134088039398 || 4 || 5.270568370819092
603 || sqrt(X*X)-cos(C) || 1 || 0.3768094778060913 || 4 || 5.266880035400391
604 || exp(X*X)-cos(C) || 0 || 0.26364952325820923 || 4 || 5.194687366485596
607 || exp(X*X)-C^3 || 2 || 0.5203216671943665 || 4 || 5.230831146240234
608 || exp(X*X)-X^3 || 0 || 0.3593006730079651 || 4 || 5.368687629699707
609 || sqrt(X*X)-X^3 || 0 || 0.2757761478424072 || 4 || 5.553039073944092
610 || sqrt(X*X)-C^3 || 0 || 0.2921569049358368 || 4 || 5.590696334838867
611 || exp(X*X)-C^3 || 0 || 0.24592402577400208 || 4 || 5.512535572052002
614 || sqrt(X*X)-C^3 || 2 || 0.5215809941291809 || 4 || 5.507994651794434
615 || exp(X*X)-C^3 || 0 || 0.23742496967315674 || 4 || 5.547423362731934
616 || exp(X*X)/C^3 || 0 || 0.2752232551574707 || 4 || 5.592208385467529
618 || cos(X*X)/C^3 || 1 || 0.3593294322490692 || 4 || 5.561367511749268
619 || cos(C*X)/C^3 || 0 || 0.34107956290245056 || 4 || 5.550314426422119
620 || (C*X)^3/C^3 || 0 || 0.26145491003990173 || 4 || 5.5696563720703125
621 || (C*X)^3-C^3 || 0 || 0.33451858162879944 || 4 || 5.642945766448975
623 || (C*X)^5-C^3 || 1 || 0.43880054354667664 || 4 || 5.7469482421875
625 || (X*X)^5-C^3 || 1 || 0.4201884865760803 || 4 || 5.639397144317627
626 || (X*X)^3-C^3 || 0 || 0.26636457443237305 || 4 || 5.593389987945557
627 || (X*X)^3/C^3 || 0 || 0.2560119032859802 || 4 || 5.602759838104248
628 || (X*X)^3*C^3 || 0 || 0.3039757013320923 || 4 || 5.683170795440674
631 || (X*X)^3-C^3 || 2 || 0.5985450148582458 || 4 || 5.701064586639404
633 || (X*X)^5-C^3 || 1 || 0.4111854135990143 || 4 || 5.6360673904418945
635 || (X*X)^3-C^3 || 1 || 0.46533772349357605 || 4 || 5.546849727630615
638 || (X*X)^5-C^3 || 2 || 0.5191724300384521 || 4 || 5.523603916168213
645 || sin(X*X)-C^3 || 6 || 0.6428709626197815 || 4 || 5.508941173553467
647 || sqrt(X*X)-C^3 || 1 || 0.36464688181877136 || 4 || 5.638073921203613
648 || (X*X)^5-C^3 || 0 || 0.29013940691947937 || 4 || 5.611343860626221
651 || sqrt(X*X)-C^3 || 2 || 0.5442042350769043 || 4 || 5.697973728179932
653 || (X*X)^3-C^3 || 1 || 0.42192861437797546 || 4 || 5.660580635070801
655 || sqrt(X*X)-C^3 || 1 || 0.35641172528266907 || 4 || 5.685737133026123
656 || (X*X)^3-C^3 || 0 || 0.29949647188186646 || 4 || 5.748559951782227
660 || sqrt(X*X)-C^3 || 3 || 0.5438745617866516 || 4 || 5.74006986618042
664 || sqrt(X*X)-X^3 || 3 || 0.5863457918167114 || 4 || 5.703584671020508
668 || sqrt(C*X)-X^3 || 3 || 0.4778593182563782 || 4 || 5.785683631896973
669 || sqrt(C*X)-cos(C)^3 || 0 || 0.26633527874946594 || 5 || 5.89178466796875
671 || sqrt(C*X)-X^3 || 1 || 0.3038937449455261 || 4 || 5.913846969604492
672 || sqrt(C*X)-(C*X)^3 || 0 || 0.249424010515213 || 5 || 6.0070295333862305
673 || sqrt(C*X)-cos(C)^3 || 0 || 0.31536921858787537 || 5 || 6.004949569702148
679 || sqrt(cos(C))-cos(C)^3 || 5 || 0.5515527129173279 || 5 || 5.982628345489502
684 || sqrt(cos(C))-(C*X)^3 || 4 || 0.5995264649391174 || 5 || 6.104718208312988
685 || sqrt(cos(C))-(X*X)^3 || 0 || 0.3056569993495941 || 5 || 6.063132286071777
687 || exp(X)-(X*X)^3 || 1 || 0.38170552253723145 || 4 || 6.092645168304443
689 || exp(X)-(C*X)^3 || 1 || 0.39985892176628113 || 4 || 6.149082183837891
694 || exp(X)-(X*X)^3 || 4 || 0.4865071773529053 || 4 || 6.189325332641602
695 || cos(X)-(X*X)^3 || 0 || 0.29890117049217224 || 4 || 6.2325968742370605
696 || exp(X)-(X*X)^3 || 0 || 0.30218011140823364 || 4 || 6.3185200691223145
697 || cos(X)-(X*X)^3 || 0 || 0.2858855426311493 || 4 || 6.255099773406982
700 || exp(C*X)-(X*X)^3 || 2 || 0.408188134431839 || 5 || 6.324985504150391
701 || exp(C*X)-(C*X)^3 || 0 || 0.30182570219039917 || 5 || 6.307065963745117
702 || exp(C*X)-cos(X*X) || 0 || 0.277749627828598 || 5 || 6.359948635101318
703 || exp(C*X)-(X*X)^3 || 0 || 0.2922776937484741 || 5 || 6.346010684967041
704 || exp(C*X)-cos(X*X) || 0 || 0.3084810674190521 || 5 || 6.346932411193848
705 || exp(C*X)-log(X*X) || 0 || 0.29476287961006165 || 5 || 6.408356189727783
708 || exp(C*X)-(X*X)^3 || 2 || 0.35024499893188477 || 5 || 6.446547985076904
709 || exp(C*X)-(C*X)^3 || 0 || 0.25662779808044434 || 5 || 6.412257671356201
710 || exp(C*X)-(X*X)^3 || 0 || 0.32241037487983704 || 5 || 6.474056720733643
711 || exp(C*X)-sqrt(X*X) || 0 || 0.30783799290657043 || 5 || 6.447678565979004
712 || exp(C*X)-(X*X)^3 || 0 || 0.37813031673431396 || 5 || 6.492029666900635
718 || exp(C*X)-sqrt(X*X) || 5 || 0.7442854046821594 || 5 || 6.473938465118408
721 || exp(C*X)-sqrt(X-X) || 2 || 0.4748292863368988 || 5 || 6.344840049743652
723 || exp(X)-sqrt(X-X) || 1 || 0.336030513048172 || 4 || 6.395039081573486
724 || exp(C*X)-sqrt(X-X) || 0 || 0.2876349687576294 || 5 || 6.3898539543151855
725 || exp(X)-sqrt(X-X) || 0 || 0.28735634684562683 || 4 || 6.3343071937561035
726 || exp(X)-sqrt(C-X) || 0 || 0.3218679130077362 || 4 || 6.2776899337768555
729 || exp(X)-sqrt(X-X) || 2 || 0.4591493010520935 || 4 || 6.297084808349609
732 || exp(X)-log(X-X) || 2 || 0.48592159152030945 || 4 || 6.321852207183838
734 || exp(X)-sqrt(C-X) || 1 || 0.36006367206573486 || 4 || 6.195030212402344
735 || exp(X)-sqrt(X-X) || 0 || 0.23415014147758484 || 4 || 6.194463729858398
736 || exp(X)-log(C-X) || 0 || 0.3053751587867737 || 4 || 6.108275413513184
737 || exp(X)-sqrt(X-X) || 0 || 0.255722314119339 || 4 || 6.108426570892334
740 || exp(X)-log(C-X) || 2 || 0.43777889013290405 || 4 || 6.086359977722168
741 || exp(X)-log(C*X) || 0 || 0.28327882289886475 || 4 || 6.0964789390563965
742 || exp(X)-log(X-X) || 0 || 0.2815695106983185 || 4 || 6.159407138824463
743 || log(X)-log(C*X) || 0 || 0.30332762002944946 || 4 || 6.159959316253662
744 || exp(X)-log(C*X) || 0 || 0.250446081161499 || 4 || 6.2029266357421875
745 || log(X)-log(C*X) || 0 || 0.21952508389949799 || 4 || 6.218896389007568
746 || exp(X)-log(C*X) || 0 || 0.2535359263420105 || 4 || 6.278374195098877
747 || exp(X)-log(X*X) || 0 || 0.27811717987060547 || 4 || 6.301910400390625
749 || exp(X)-log(X-X) || 1 || 0.32897111773490906 || 4 || 6.252419948577881
750 || exp(X)-sqrt(X-X) || 0 || 0.2961938679218292 || 4 || 6.257150650024414
754 || exp(X)-log(X*X) || 3 || 0.6047878265380859 || 4 || 6.21182107925415
755 || exp(X)-log(C*X) || 0 || 0.23707762360572815 || 4 || 6.187485694885254
756 || exp(X)-log(X*X) || 0 || 0.3434887230396271 || 4 || 6.171772003173828
757 || exp(C*X)-sqrt(C*X) || 0 || 0.2156112641096115 || 5 || 6.1432976722717285
758 || exp(C*X)-sqrt(X*X) || 0 || 0.3286546468734741 || 5 || 6.161511421203613
759 || log(C*X)-sqrt(C*X) || 0 || 0.3003537952899933 || 5 || 6.150353908538818
761 || exp(C*X)-sqrt(C*X) || 1 || 0.3783939778804779 || 5 || 6.160282135009766
