0 || 0 || 83.66744310460976 || (X/X)/X+X
1 || 7 || 9.024992945990244 || (X*X)/X-X
2 || 14 || 5.5 || X/X-X
3 || 57 || 5.418725178280248 || X/X^4-X/X
4 || 216 || 5.404812337656956 || (X*X)/X^4-X/X
5 || 316 || 5.404812337656956 || X/X^3-X/X
6 || 512 || 5.404812337656956 || (X*X)/X^4-X/X
7 || 672 || 5.404812337656956 || X/X^3-X/X
8 || 6028 || 5.404812337656956 || (X*X)/X^4-X/X
9 || 6090 || 2.5901540109674457 || (X-log(X))-X
10 || 7334 || 2.1365030595670143 || (X-log(X+X))-X
11 || 7336 || 1.703353657878407 || (X-log(X*X))-X
12 || 7375 || 0.9651483464300266 || X/log(X+X)-X
13 || 643196 || 0.17310491454999033 || X/log(X+X/X)-X
target: (X/X+sqrt(X))-X
